TOT_DT,NODE_ID,ACSR_ID,DRCT_CD,LANE_NO,VKND_CD,TRF_QNTY,AVG_SPD,OCPN_RATE,RQRD_MS
25-9-20 오후 2:00,SH001N0001,ACSR000002,2,2,2,5,90.98,0,30442
25-9-20 오후 2:00,SH001N0001,ACSR000002,2,2,4,2,44.17,0,50354
25-9-20 오후 2:00,SH001N0001,ACSR000002,2,3,10,2,83.95,0,20022
25-9-20 오후 2:00,SH001N0001,ACSR000002,2,3,2,8,84.26,221.95,31145
25-9-20 오후 2:00,SH001N0001,ACSR000002,2,4,10,2,61.13,0,19668
25-9-20 오후 2:00,SH001N0001,ACSR000002,2,4,2,1,156.46,0,2417
25-9-20 오후 2:00,SH001N0001,ACSR000003,2,2,2,5,81.52,0,19425
25-9-20 오후 2:00,SH001N0001,ACSR000003,2,3,10,3,88.41,0,11652
25-9-20 오후 2:00,SH001N0001,ACSR000003,2,3,2,3,128.17,0,2551
25-9-20 오후 2:00,SH001N0001,ACSR000003,2,3,4,3,102.99,0,3692
25-9-20 오후 2:00,SH001N0001,ACSR000003,2,3,8,1,50.18,0,45886
25-9-20 오후 2:00,SH001N0002,ACSR000001,2,2,2,1,66.7,0,0
25-9-20 오후 2:00,SH001N0002,ACSR000001,2,3,2,3,60.2,0,0
25-9-20 오후 2:00,SH001N0002,ACSR000002,2,1,2,1,16.12,0,35358
25-9-20 오후 2:00,SH001N0002,ACSR000002,2,2,2,1,10.5,0,38051
25-9-20 오후 2:00,SH001N0002,ACSR000003,1,1,2,1,56.58,0,0
25-9-20 오후 2:00,SH001N0002,ACSR000003,2,2,1,1,126.6,0,0
25-9-20 오후 2:00,SH001N0002,ACSR000003,2,2,2,3,126.23,0,0
25-9-20 오후 2:00,SH001N0002,ACSR000003,2,3,10,2,78.02,0,0
25-9-20 오후 2:00,SH001N0002,ACSR000003,2,3,2,3,77.86,0,0
25-9-20 오후 2:00,SH001N0002,ACSR000004,1,1,2,3,96.43,0,3455
25-9-20 오후 2:00,SH001N0002,ACSR000004,1,1,4,1,93.08,0,4967
25-9-20 오후 2:00,SH001N0003,ACSR000002,1,1,4,1,48.24,0,22837
25-9-20 오후 2:00,SH001N0003,ACSR000002,2,2,2,1,104.64,0,3112
25-9-20 오후 2:00,SH001N0003,ACSR000002,2,2,4,1,83.62,0,3708
25-9-20 오후 2:00,SH001N0003,ACSR000002,2,3,2,5,67.98,0,3463
25-9-20 오후 2:00,SH001N0003,ACSR000002,2,3,40,1,115.18,0,0
25-9-20 오후 2:00,SH001N0003,ACSR000002,4,1,8,1,33.84,0,25143
25-9-20 오후 2:00,SH001N0003,ACSR000003,3,1,2,1,-1,0,0
25-9-20 오후 2:00,SH001N0003,ACSR000004,1,1,4,2,20.93,0,22227
25-9-20 오후 2:00,SH001N0003,ACSR000004,2,2,2,3,49.26,0,2783
25-9-20 오후 2:00,SH001N0003,ACSR000004,2,3,10,1,33.18,0,0
25-9-20 오후 2:00,SH001N0003,ACSR000004,2,3,2,5,60.98,0,3352
25-9-20 오후 2:00,SH001N0004,ACSR000001,2,3,10,4,40.93,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000001,2,3,2,14,56.64,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000001,2,3,4,3,34.31,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000001,2,4,2,17,48.35,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000001,2,4,4,2,56.11,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000001,2,5,2,21,50.73,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000001,2,5,4,2,44.22,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000001,2,6,10,1,60.54,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000001,2,6,2,16,48.19,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000001,2,6,4,2,38.81,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000001,2,6,8,2,59.91,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000001,2,7,2,15,56.22,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000001,2,7,4,2,62.28,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000001,2,8,1,1,-1,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000001,2,8,2,12,57.05,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000001,2,9,2,12,12.24,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000001,2,9,4,2,15.16,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000001,2,9,8,1,-1,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000002,3,4,2,1,-1,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,3,10,1,74.2,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,3,2,6,75.62,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,3,4,1,67.42,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,3,8,4,65.25,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,4,10,3,63.03,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,4,2,7,50.61,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,4,4,4,66.24,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,4,8,5,60.86,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,5,10,2,131.32,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,5,2,8,75.98,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,5,4,2,64.8,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,5,8,3,51.17,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,6,10,3,56.06,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,6,2,11,55.69,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,6,4,1,32.18,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,6,8,1,80.96,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,7,10,1,63.86,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,7,2,12,64.32,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,7,4,2,96.52,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,8,10,1,51.78,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,8,2,4,64.75,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,8,4,1,66.16,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,2,8,8,2,53.74,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000003,3,9,2,4,48.09,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000004,2,3,1,1,-1,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000004,3,5,10,1,-1,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000004,3,5,2,1,-1,0,0
25-9-20 오후 2:00,SH001N0004,ACSR000004,3,5,4,1,-1,0,0
25-9-20 오후 2:00,SH001N0005,ACSR000001,1,1,10,1,67,0,3404
25-9-20 오후 2:00,SH001N0005,ACSR000001,1,1,2,6,84.44,4.03,2581
25-9-20 오후 2:00,SH001N0005,ACSR000001,2,2,2,2,86.8,0,4545
25-9-20 오후 2:00,SH001N0005,ACSR000001,2,3,2,1,57.42,0,3837
25-9-20 오후 2:00,SH001N0005,ACSR000001,2,3,4,4,79.74,0,2592
25-9-20 오후 2:00,SH001N0005,ACSR000003,1,2,2,1,33.04,0,29678
25-9-20 오후 2:00,SH001N0005,ACSR000004,2,2,10,1,102.26,0,4409
25-9-20 오후 2:00,SH001N0005,ACSR000004,2,2,2,6,97.88,5.19,4042
25-9-20 오후 2:00,SH001N0005,ACSR000004,2,2,4,2,106.61,0,3900
25-9-20 오후 2:00,SH001N0005,ACSR000004,2,2,40,1,66.44,0,3814
25-9-20 오후 2:00,SH001N0005,ACSR000004,2,3,10,2,76.3,0,5548
25-9-20 오후 2:00,SH001N0005,ACSR000004,2,3,2,4,57.62,0,2307
25-9-20 오후 2:00,SH001N0005,ACSR000004,2,3,4,1,-1,0,0
25-9-20 오후 2:00,SH001N0006,ACSR000001,1,1,10,1,45.54,0,0
25-9-20 오후 2:00,SH001N0006,ACSR000001,2,2,10,2,70.32,0,2206
25-9-20 오후 2:00,SH001N0006,ACSR000001,2,2,2,6,73.56,0,1304
25-9-20 오후 2:00,SH001N0006,ACSR000001,2,2,4,2,159.11,0,936
25-9-20 오후 2:00,SH001N0006,ACSR000001,2,2,8,1,47.12,0,0
25-9-20 오후 2:00,SH001N0006,ACSR000001,2,3,10,2,89.38,0,4128
25-9-20 오후 2:00,SH001N0006,ACSR000001,2,3,2,12,95.18,32.71,1636
25-9-20 오후 2:00,SH001N0006,ACSR000001,2,3,4,3,97.78,0,2276
25-9-20 오후 2:00,SH001N0006,ACSR000001,2,3,8,1,134.5,0,2985
25-9-20 오후 2:00,SH001N0006,ACSR000001,2,4,1,1,89.78,0,0
25-9-20 오후 2:00,SH001N0006,ACSR000001,2,4,2,2,89.24,0,1415
25-9-20 오후 2:00,SH001N0006,ACSR000001,2,5,2,4,87.46,0,785
25-9-20 오후 2:00,SH001N0006,ACSR000001,2,5,4,2,92.54,0,1410
25-9-20 오후 2:00,SH001N0006,ACSR000001,2,6,2,4,79.59,0,2731
25-9-20 오후 2:00,SH001N0006,ACSR000001,2,6,20,1,72.18,0,3958
25-9-20 오후 2:00,SH001N0006,ACSR000001,3,7,1,1,112.9,0,0
25-9-20 오후 2:00,SH001N0006,ACSR000001,3,7,10,1,86.16,0,2542
25-9-20 오후 2:00,SH001N0006,ACSR000001,3,7,2,3,74.28,0,3168
25-9-20 오후 2:00,SH001N0006,ACSR000003,2,1,2,16,55.63,0,0
25-9-20 오후 2:00,SH001N0006,ACSR000003,2,1,4,1,66.26,0,0
25-9-20 오후 2:00,SH001N0006,ACSR000003,2,1,8,1,69.9,0,0
25-9-20 오후 2:00,SH001N0006,ACSR000003,2,2,10,1,15.66,0,0
25-9-20 오후 2:00,SH001N0006,ACSR000003,2,2,2,24,58.28,0,0
25-9-20 오후 2:00,SH001N0006,ACSR000003,2,2,8,1,71.48,0,0
25-9-20 오후 2:00,SH001N0006,ACSR000003,2,3,10,1,34.76,0,0
25-9-20 오후 2:00,SH001N0006,ACSR000003,2,3,2,16,45.78,0,0
25-9-20 오후 2:00,SH001N0006,ACSR000003,2,3,4,4,38.83,0,0
25-9-20 오후 2:00,SH001N0006,ACSR000003,2,4,10,2,46.13,0,0
25-9-20 오후 2:00,SH001N0006,ACSR000003,2,4,2,12,47.49,0,0
25-9-20 오후 2:00,SH001N0006,ACSR000003,2,4,4,1,43.96,0,0
25-9-20 오후 2:00,SH001N0006,ACSR000003,3,5,8,1,88.56,0,0
25-9-20 오후 2:00,SH001N0006,ACSR000004,3,3,4,1,16.1,0,0
25-9-20 오후 2:00,SH001N0007,ACSR000001,2,1,2,1,178.82,0,1852
25-9-20 오후 2:00,SH001N0007,ACSR000001,2,2,2,3,87.19,0,474
25-9-20 오후 2:00,SH001N0007,ACSR000001,3,3,2,3,90.59,0,3025
25-9-20 오후 2:00,SH001N0007,ACSR000001,15,2,10,1,-1,0,0
25-9-20 오후 2:00,SH001N0007,ACSR000002,2,2,10,1,98.82,0,2416
25-9-20 오후 2:00,SH001N0007,ACSR000002,2,2,2,1,37.1,0,7380
25-9-20 오후 2:00,SH001N0007,ACSR000002,2,2,4,3,96.79,0,2516
25-9-20 오후 2:00,SH001N0007,ACSR000002,2,3,4,1,98.56,0,2139
25-9-20 오후 2:00,SH001N0008,ACSR000001,2,1,2,3,52.37,0,23433
25-9-20 오후 2:00,SH001N0008,ACSR000001,2,1,40,1,28.8,0,0
25-9-20 오후 2:00,SH001N0008,ACSR000001,2,2,10,1,30.38,0,23005
25-9-20 오후 2:00,SH001N0008,ACSR000001,2,2,2,4,47.41,0,21372
25-9-20 오후 2:00,SH001N0008,ACSR000001,2,3,2,3,29.72,0,27926
25-9-20 오후 2:00,SH001N0008,ACSR000001,2,4,2,2,37.67,0,19098
25-9-20 오후 2:00,SH001N0008,ACSR000002,1,1,40,1,-1,0,0
25-9-20 오후 2:00,SH001N0008,ACSR000002,1,2,2,3,37.99,0,2170
25-9-20 오후 2:00,SH001N0008,ACSR000002,3,3,2,2,28.44,0,6661
25-9-20 오후 2:00,SH001N0008,ACSR000002,3,4,2,1,9.56,0,9514
25-9-20 오후 2:00,SH001N0008,ACSR000003,2,1,2,4,56.82,0,23893
25-9-20 오후 2:00,SH001N0008,ACSR000003,2,1,8,1,47.56,0,45724
25-9-20 오후 2:00,SH001N0008,ACSR000003,2,2,10,1,86.8,0,3123
25-9-20 오후 2:00,SH001N0008,ACSR000003,2,2,2,3,30.23,0,13064
25-9-20 오후 2:00,SH001N0008,ACSR000003,2,2,4,1,28.94,0,50124
25-9-20 오후 2:00,SH001N0008,ACSR000003,2,3,2,2,27.24,0,25346
25-9-20 오후 2:00,SH001N0008,ACSR000003,2,3,8,1,37.9,0,32518
25-9-20 오후 2:00,SH001N0008,ACSR000003,2,4,2,2,19.42,0,45724
25-9-20 오후 2:00,SH001N0008,ACSR000003,3,5,10,2,51.05,0,4616
25-9-20 오후 2:00,SH001N0008,ACSR000003,3,5,2,1,73.92,0,4257
25-9-20 오후 2:00,SH001N0009,ACSR000002,1,1,10,1,39.46,0,0
25-9-20 오후 2:00,SH001N0009,ACSR000002,1,1,2,1,60.52,0,0
25-9-20 오후 2:00,SH001N0009,ACSR000002,2,3,1,1,-1,0,0
25-9-20 오후 2:00,SH001N0009,ACSR000002,2,3,2,8,71.26,14.44,2627
25-9-20 오후 2:00,SH001N0009,ACSR000002,2,3,8,1,91.9,0,0
25-9-20 오후 2:00,SH001N0009,ACSR000002,2,4,2,1,41.94,0,0
25-9-20 오후 2:00,SH001N0009,ACSR000002,3,4,2,1,43.9,0,57659
25-9-20 오후 2:00,SH001N0009,ACSR000002,3,4,4,1,49.82,0,0
25-9-20 오후 2:00,SH001N0009,ACSR000002,4,1,1,2,9.51,0,0
25-9-20 오후 2:00,SH001N0009,ACSR000003,2,2,10,1,75.36,0,0
25-9-20 오후 2:00,SH001N0009,ACSR000003,2,2,2,1,79.42,0,3976
25-9-20 오후 2:00,SH001N0009,ACSR000003,2,3,20,1,27.74,0,6105
25-9-20 오후 2:00,SH001N0009,ACSR000003,3,4,2,1,30.78,0,6390
25-9-20 오후 2:00,SH001N0009,ACSR000004,1,1,2,2,16.47,0,0
25-9-20 오후 2:00,SH001N0009,ACSR000004,2,1,2,6,43.04,6.39,2582
25-9-20 오후 2:00,SH001N0009,ACSR000004,2,3,10,1,46.32,0,0
25-9-20 오후 2:00,SH001N0009,ACSR000004,2,3,2,3,43.53,0,808
25-9-20 오후 2:00,SH001N0009,ACSR000004,2,3,8,1,32.76,0,5114
25-9-20 오후 2:00,SH001N0010,ACSR000001,3,3,10,2,54.48,0,6959
25-9-20 오후 2:00,SH001N0010,ACSR000001,3,3,2,5,22.52,0,1420
25-9-20 오후 2:00,SH001N0010,ACSR000001,3,3,4,1,16.4,0,0
25-9-20 오후 2:00,SH001N0010,ACSR000002,1,1,2,2,32.96,0,0
25-9-20 오후 2:00,SH001N0010,ACSR000002,1,1,4,1,50.94,0,0
25-9-20 오후 2:00,SH001N0010,ACSR000002,1,2,2,2,15.19,0,0
25-9-20 오후 2:00,SH001N0010,ACSR000002,1,2,4,1,35.82,0,36068
25-9-20 오후 2:00,SH001N0010,ACSR000002,2,3,2,5,65.12,0,3720
25-9-20 오후 2:00,SH001N0010,ACSR000002,2,3,20,1,78.94,0,5678
25-9-20 오후 2:00,SH001N0010,ACSR000002,2,3,8,2,70.85,0,3055
25-9-20 오후 2:00,SH001N0010,ACSR000002,3,4,10,1,20.48,0,33797
25-9-20 오후 2:00,SH001N0010,ACSR000002,3,4,2,3,33.75,0,2035
25-9-20 오후 2:00,SH001N0010,ACSR000002,3,4,4,2,-1,0,0
25-9-20 오후 2:00,SH001N0010,ACSR000002,4,1,1,1,-1,0,0
25-9-20 오후 2:00,SH001N0010,ACSR000003,3,4,2,1,21.14,0,10070
25-9-20 오후 2:00,SH001N0010,ACSR000003,3,4,4,1,80.66,0,7229
25-9-20 오후 2:00,SH001N0010,ACSR000004,1,1,10,1,58.94,0,7096
25-9-20 오후 2:00,SH001N0010,ACSR000004,1,1,2,2,50.16,0,0
25-9-20 오후 2:00,SH001N0010,ACSR000004,1,1,4,1,55.44,0,0
25-9-20 오후 2:00,SH001N0010,ACSR000004,1,2,2,4,64.96,0,1561
25-9-20 오후 2:00,SH001N0010,ACSR000004,1,2,8,1,53.62,0,0
25-9-20 오후 2:00,SH001N0010,ACSR000004,2,3,2,6,60.59,0,1823
25-9-20 오후 2:00,SH001N0010,ACSR000004,2,3,4,1,60.84,0,0
25-9-20 오후 2:00,SH001N0010,ACSR000004,2,4,10,1,41.04,0,5536
25-9-20 오후 2:00,SH001N0010,ACSR000004,2,4,2,1,25.5,0,9091
25-9-20 오후 2:00,SH001N0010,ACSR000004,2,4,20,1,45.02,0,0
25-9-20 오후 2:00,SH001N0011,ACSR000002,1,1,2,1,34.44,0,50412
25-9-20 오후 2:00,SH001N0011,ACSR000002,2,2,2,9,90.33,0,0
25-9-20 오후 2:00,SH001N0011,ACSR000002,2,2,4,2,77.06,0,0
25-9-20 오후 2:00,SH001N0011,ACSR000002,2,3,10,3,65.81,0,3502
25-9-20 오후 2:00,SH001N0011,ACSR000002,2,3,2,5,72.39,0,3267
25-9-20 오후 2:00,SH001N0011,ACSR000002,2,3,20,2,77.33,0,0
25-9-20 오후 2:00,SH001N0011,ACSR000002,2,3,4,4,57.32,0,2166
25-9-20 오후 2:00,SH001N0011,ACSR000002,2,4,8,1,48.2,0,0
25-9-20 오후 2:00,SH001N0011,ACSR000002,3,4,4,2,36.43,0,0
25-9-20 오후 2:00,SH001N0011,ACSR000002,4,1,4,1,51,0,39758
25-9-20 오후 2:00,SH001N0011,ACSR000004,2,2,10,2,116.53,0,0
25-9-20 오후 2:00,SH001N0011,ACSR000004,2,2,2,8,78.23,0,1048
25-9-20 오후 2:00,SH001N0011,ACSR000004,2,2,4,1,115.58,0,5540
25-9-20 오후 2:00,SH001N0011,ACSR000004,2,2,40,1,116.46,0,0
25-9-20 오후 2:00,SH001N0011,ACSR000004,2,2,8,1,95.1,0,5679
25-9-20 오후 2:00,SH001N0011,ACSR000004,2,3,10,1,82,0,0
25-9-20 오후 2:00,SH001N0011,ACSR000004,2,3,2,10,76.21,29.58,5964
25-9-20 오후 2:00,SH001N0011,ACSR000004,2,3,4,2,71.62,0,0
25-9-20 오후 2:00,SH001N0011,ACSR000004,2,3,40,1,67.7,0,0
25-9-20 오후 2:00,SH001N0011,ACSR000004,2,3,8,2,68.31,0,0
25-9-20 오후 2:00,SH001N0011,ACSR000004,3,4,4,1,25.84,0,22716
25-9-20 오후 2:00,SH001N0012,ACSR000001,2,3,2,2,55.06,0,9438
25-9-20 오후 2:00,SH001N0012,ACSR000002,2,2,2,10,67.05,13.72,1917
25-9-20 오후 2:00,SH001N0012,ACSR000002,2,2,8,1,61.2,0,5109
25-9-20 오후 2:00,SH001N0012,ACSR000002,2,4,2,1,96.66,0,4393
25-9-20 오후 2:00,SH001N0012,ACSR000002,2,4,40,1,-1,0,0
25-9-20 오후 2:00,SH001N0012,ACSR000003,3,2,2,2,4.36,0,0
25-9-20 오후 2:00,SH001N0012,ACSR000003,3,2,8,1,14.5,0,0
25-9-20 오후 2:00,SH001N0012,ACSR000004,2,2,1,1,87.02,0,0
25-9-20 오후 2:00,SH001N0012,ACSR000004,2,2,10,2,51.41,0,0
25-9-20 오후 2:00,SH001N0012,ACSR000004,2,2,2,7,51.92,0,0
25-9-20 오후 2:00,SH001N0012,ACSR000004,2,2,4,1,-1,0,0
25-9-20 오후 2:00,SH001N0012,ACSR000004,2,3,2,10,51.41,12.54,753
25-9-20 오후 2:00,SH001N0012,ACSR000004,2,3,4,2,22.14,0,0
25-9-20 오후 2:00,SH001N0012,ACSR000004,2,4,2,3,62.92,0,0
25-9-20 오후 2:00,SH001N0012,ACSR000004,2,4,8,1,14.24,0,0
25-9-20 오후 2:00,SH001N0013,ACSR000002,1,1,1,1,37.78,0,0
25-9-20 오후 2:00,SH001N0013,ACSR000002,2,2,2,4,83.24,0,2558
25-9-20 오후 2:00,SH001N0013,ACSR000002,2,2,4,1,125.54,0,1855
25-9-20 오후 2:00,SH001N0013,ACSR000002,2,3,2,2,74.33,0,2269
25-9-20 오후 2:00,SH001N0013,ACSR000002,2,3,20,1,95.68,0,2122
25-9-20 오후 2:00,SH001N0013,ACSR000002,2,3,4,1,104.8,0,2276
25-9-20 오후 2:00,SH001N0013,ACSR000003,3,2,10,1,-1,0,0
25-9-20 오후 2:00,SH001N0013,ACSR000003,3,2,2,1,-1,0,0
25-9-20 오후 2:00,SH001N0013,ACSR000003,3,2,8,1,-1,0,0
25-9-20 오후 2:00,SH001N0013,ACSR000004,2,2,4,2,77.03,0,0
25-9-20 오후 2:00,SH001N0013,ACSR000004,2,3,10,1,14.36,0,0
25-9-20 오후 2:00,SH001N0013,ACSR000004,2,3,2,2,123.95,0,1062
25-9-20 오후 2:00,SH001N0013,ACSR000004,3,4,2,2,34.58,0,6313
25-9-20 오후 2:00,SH001N0014,ACSR000001,2,2,2,1,114.94,0,3977
25-9-20 오후 2:00,SH001N0014,ACSR000002,2,2,2,2,61.65,0,11859
25-9-20 오후 2:00,SH001N0014,ACSR000002,2,3,2,5,71.72,0,1988
25-9-20 오후 2:00,SH001N0014,ACSR000002,2,3,8,1,46.98,0,5535
25-9-20 오후 2:00,SH001N0014,ACSR000002,2,4,2,5,57.83,0,708
25-9-20 오후 2:00,SH001N0014,ACSR000002,2,4,4,2,62.59,0,2419
25-9-20 오후 2:00,SH001N0014,ACSR000003,3,3,10,1,51.76,0,7957
25-9-20 오후 2:00,SH001N0014,ACSR000004,2,2,10,1,104.5,0,0
25-9-20 오후 2:00,SH001N0014,ACSR000004,2,2,2,10,80.22,40.71,3962
25-9-20 오후 2:00,SH001N0014,ACSR000004,2,2,4,1,98.08,0,0
25-9-20 오후 2:00,SH001N0014,ACSR000004,2,3,10,2,68.62,0,2273
25-9-20 오후 2:00,SH001N0014,ACSR000004,2,3,2,8,82.31,8.76,3390
25-9-20 오후 2:00,SH001N0014,ACSR000004,2,3,4,3,93.55,0,2745
25-9-20 오후 2:00,SH001N0014,ACSR000004,2,3,40,1,67.72,0,0
25-9-20 오후 2:00,SH001N0014,ACSR000004,2,3,8,2,76.72,0,2272
25-9-20 오후 2:00,SH001N0014,ACSR000004,2,4,10,1,55.12,0,0
25-9-20 오후 2:00,SH001N0014,ACSR000004,2,4,2,1,71.28,0,0
25-9-20 오후 2:00,SH001N0014,ACSR000004,3,4,10,1,17.42,0,0
25-9-20 오후 2:00,SH001N0014,ACSR000004,3,4,2,7,51.74,12.07,2616
25-9-20 오후 2:00,SH001N0015,ACSR000002,1,1,10,2,58.54,0,3194
25-9-20 오후 2:00,SH001N0015,ACSR000002,1,1,2,5,64.27,0,2869
25-9-20 오후 2:00,SH001N0015,ACSR000002,1,1,4,1,66.08,0,5114
25-9-20 오후 2:00,SH001N0015,ACSR000002,1,1,8,1,32.34,0,0
25-9-20 오후 2:00,SH001N0015,ACSR000002,1,2,10,1,40.18,0,8662
25-9-20 오후 2:00,SH001N0015,ACSR000002,1,2,2,10,69.53,36.92,4230
25-9-20 오후 2:00,SH001N0015,ACSR000002,1,3,2,1,65.38,0,6515
25-9-20 오후 2:00,SH001N0015,ACSR000002,2,4,2,1,81.66,0,3978
25-9-20 오후 2:00,SH001N0015,ACSR000003,1,1,2,1,16.74,0,98690
25-9-20 오후 2:00,SH001N0015,ACSR000003,1,2,10,1,29.26,0,94711
25-9-20 오후 2:00,SH001N0015,ACSR000003,1,2,4,2,27.91,0,89247
25-9-20 오후 2:00,SH001N0015,ACSR000003,3,4,1,1,-1,0,0
25-9-20 오후 2:00,SH001N0015,ACSR000003,3,4,2,6,14.96,0,0
25-9-20 오후 2:00,SH001N0015,ACSR000004,1,1,2,3,52.65,0,0
25-9-20 오후 2:00,SH001N0015,ACSR000004,1,1,8,1,-1,0,0
25-9-20 오후 2:00,SH001N0015,ACSR000004,2,2,2,1,70.26,0,0
25-9-20 오후 2:00,SH001N0015,ACSR000004,2,2,4,2,39.69,0,0
25-9-20 오후 2:00,SH001N0015,ACSR000004,2,2,8,1,35.62,0,0
25-9-20 오후 2:00,SH001N0015,ACSR000004,2,3,2,2,17.05,0,0
25-9-20 오후 2:00,SH001N0015,ACSR000004,2,3,8,1,56.1,0,0
25-9-20 오후 2:00,SH001N0016,ACSR000002,2,2,2,4,70.54,0,4968
25-9-20 오후 2:00,SH001N0016,ACSR000002,2,2,4,1,60.82,0,0
25-9-20 오후 2:00,SH001N0016,ACSR000002,2,3,2,4,57.77,0,1737
25-9-20 오후 2:00,SH001N0016,ACSR000002,2,3,4,1,75.14,0,10924
25-9-20 오후 2:00,SH001N0016,ACSR000003,3,3,2,1,-1,0,0
25-9-20 오후 2:00,SH001N0016,ACSR000004,1,1,10,1,52.92,0,0
25-9-20 오후 2:00,SH001N0016,ACSR000004,1,1,2,3,99.45,0,0
25-9-20 오후 2:00,SH001N0016,ACSR000004,1,1,4,1,97.78,0,8803
25-9-20 오후 2:00,SH001N0016,ACSR000004,2,2,10,2,67.07,0,2628
25-9-20 오후 2:00,SH001N0016,ACSR000004,2,2,2,15,57.9,43.07,1723
25-9-20 오후 2:00,SH001N0016,ACSR000004,2,2,4,4,77.69,0,0
25-9-20 오후 2:00,SH001N0016,ACSR000004,2,2,8,2,35.38,0,0
25-9-20 오후 2:00,SH001N0016,ACSR000004,2,3,10,4,56.41,0,0
25-9-20 오후 2:00,SH001N0016,ACSR000004,2,3,2,17,65.09,0,0
25-9-20 오후 2:00,SH001N0016,ACSR000004,2,3,4,3,62.98,0,1799
25-9-20 오후 2:00,SH001N0016,ACSR000004,2,3,8,1,76.92,0,0
25-9-20 오후 2:00,SH001N0016,ACSR000004,3,4,2,1,41.18,0,0
25-9-20 오후 2:00,SH001N0017,ACSR000001,1,1,10,1,20.96,0,59492
25-9-20 오후 2:00,SH001N0017,ACSR000001,2,2,2,3,33.79,0,65365
25-9-20 오후 2:00,SH001N0017,ACSR000001,2,3,4,1,7.98,0,75122
25-9-20 오후 2:00,SH001N0017,ACSR000001,2,4,4,1,25.76,0,42453
25-9-20 오후 2:00,SH001N0017,ACSR000001,2,4,8,1,22.4,0,70569
25-9-20 오후 2:00,SH001N0017,ACSR000003,2,2,2,5,134.59,0,17989
25-9-20 오후 2:00,SH001N0017,ACSR000003,2,2,4,1,202.88,0,1121
25-9-20 오후 2:00,SH001N0017,ACSR000003,2,3,10,2,136.87,0,1556
25-9-20 오후 2:00,SH001N0017,ACSR000003,2,3,2,5,107.38,0,16305
25-9-20 오후 2:00,SH001N0017,ACSR000003,2,3,4,2,122.13,0,1631
25-9-20 오후 2:00,SH001N0017,ACSR000003,2,4,10,2,80.66,0,2706
25-9-20 오후 2:00,SH001N0017,ACSR000003,3,5,4,2,37.2,0,2906
25-9-20 오후 2:00,SH001N0017,ACSR000003,3,5,40,1,73.82,0,0
25-9-20 오후 2:00,SH001N0017,ACSR000003,3,5,8,1,45.86,0,3944
25-9-20 오후 2:00,SH001N0017,ACSR000004,1,1,10,1,5.62,0,21870
25-9-20 오후 2:00,SH001N0017,ACSR000004,1,1,2,1,12.96,0,49843
25-9-20 오후 2:00,SH001N0019,ACSR000001,2,2,2,2,34.91,0,55305
25-9-20 오후 2:00,SH001N0019,ACSR000002,1,1,4,1,79.16,0,35506
