TOT_DT,NODE_ID,ACSR_ID,DRCT_CD,LANE_NO,VKND_CD,TRF_QNTY,AVG_SPD,OCPN_RATE,RQRD_MS
25-9-20 오후 2:01,SH001N0025,ACSR000002,3,5,10,1,67.74,0,0
25-9-20 오후 2:01,SH001N0025,ACSR000002,3,5,2,3,65.99,0,0
25-9-20 오후 2:01,SH001N0025,ACSR000003,2,3,10,1,59.24,0,8383
25-9-20 오후 2:01,SH001N0025,ACSR000003,3,4,10,1,56.78,0,3843
25-9-20 오후 2:01,SH001N0025,ACSR000004,1,1,10,1,45.2,0,23003
25-9-20 오후 2:01,SH001N0025,ACSR000004,2,2,2,6,35.13,2.36,1727
25-9-20 오후 2:01,SH001N0025,ACSR000004,2,3,2,4,103.8,0,1885
25-9-20 오후 2:01,SH001N0025,ACSR000004,2,3,8,1,43.54,0,2558
25-9-20 오후 2:01,SH001N0025,ACSR000004,2,4,2,4,106.6,0,2060
25-9-20 오후 2:01,SH001N0025,ACSR000004,2,4,8,1,173.78,0,1562
25-9-20 오후 2:01,SH001N0025,ACSR000004,2,5,2,1,114.12,0,3125
25-9-20 오후 2:01,SH001N0026,ACSR000001,1,1,1,1,-1,0,0
25-9-20 오후 2:01,SH001N0026,ACSR000001,1,1,2,3,36.92,0,0
25-9-20 오후 2:01,SH001N0026,ACSR000001,2,1,2,1,5.86,0,0
25-9-20 오후 2:01,SH001N0026,ACSR000002,1,1,10,1,26.02,0,0
25-9-20 오후 2:01,SH001N0026,ACSR000002,1,1,4,1,54.36,0,0
25-9-20 오후 2:01,SH001N0026,ACSR000003,1,1,10,1,35.16,0,21163
25-9-20 오후 2:01,SH001N0026,ACSR000003,1,1,20,1,24.88,0,13914
25-9-20 오후 2:01,SH001N0026,ACSR000004,1,1,2,2,40.74,0,0
25-9-20 오후 2:01,SH001N0026,ACSR000004,1,1,4,1,32.56,0,0
25-9-20 오후 2:01,SH001N0026,ACSR000004,3,4,2,1,41.52,0,6107
25-9-20 오후 2:01,SH001N0027,ACSR000001,1,1,2,2,29.52,0,48349
25-9-20 오후 2:01,SH001N0027,ACSR000001,1,1,4,1,19.66,0,50125
25-9-20 오후 2:01,SH001N0027,ACSR000001,2,2,1,1,49.46,0,0
25-9-20 오후 2:01,SH001N0027,ACSR000001,2,2,2,2,56.28,0,3124
25-9-20 오후 2:01,SH001N0027,ACSR000001,2,3,10,1,80.56,0,3119
25-9-20 오후 2:01,SH001N0027,ACSR000001,2,3,2,1,57.46,0,4115
25-9-20 오후 2:01,SH001N0027,ACSR000001,2,3,4,1,75.38,0,3556
25-9-20 오후 2:01,SH001N0027,ACSR000001,2,3,8,1,58.52,0,7950
25-9-20 오후 2:01,SH001N0027,ACSR000002,2,2,10,1,25.24,0,0
25-9-20 오후 2:01,SH001N0027,ACSR000003,1,1,10,1,80.4,0,3402
25-9-20 오후 2:01,SH001N0027,ACSR000003,2,2,10,1,36.8,0,7103
25-9-20 오후 2:01,SH001N0027,ACSR000003,2,2,2,1,70.72,0,3555
25-9-20 오후 2:01,SH001N0027,ACSR000003,2,2,8,2,46.51,0,1704
25-9-20 오후 2:01,SH001N0027,ACSR000003,2,3,2,3,69.82,0,3787
25-9-20 오후 2:01,SH001N0027,ACSR000003,4,1,2,1,30.5,0,38199
25-9-20 오후 2:01,SH001N0027,ACSR000004,2,2,2,2,107.62,0,1992
25-9-20 오후 2:01,SH001N0027,ACSR000004,2,2,4,1,122.2,0,2556
25-9-20 오후 2:01,SH001N0027,ACSR000004,2,2,8,1,108.76,0,2556
25-9-20 오후 2:01,SH001N0027,ACSR000004,2,3,1,1,-1,0,0
25-9-20 오후 2:01,SH001N0027,ACSR000004,2,3,10,1,29.9,0,4261
25-9-20 오후 2:01,SH001N0027,ACSR000004,2,3,8,1,149.26,0,1990
25-9-20 오후 2:01,SH001N0027,ACSR000004,2,4,2,1,57.54,0,4119
25-9-20 오후 2:01,SH001N0028,ACSR000002,1,1,10,1,73.82,0,3401
25-9-20 오후 2:01,SH001N0028,ACSR000002,1,1,2,5,64.24,0,3922
25-9-20 오후 2:01,SH001N0028,ACSR000002,1,1,8,1,74.64,0,3550
25-9-20 오후 2:01,SH001N0028,ACSR000002,2,2,2,9,53.22,20.1,3848
25-9-20 오후 2:01,SH001N0028,ACSR000002,2,2,4,3,74.09,0,3885
25-9-20 오후 2:01,SH001N0028,ACSR000002,2,2,40,1,57.82,0,0
25-9-20 오후 2:01,SH001N0028,ACSR000002,2,3,10,2,21.22,0,3983
25-9-20 오후 2:01,SH001N0028,ACSR000002,2,3,2,11,44.56,54.73,4070
25-9-20 오후 2:01,SH001N0028,ACSR000002,2,3,8,1,43.66,0,0
25-9-20 오후 2:01,SH001N0028,ACSR000002,3,4,10,1,18.58,0,0
25-9-20 오후 2:01,SH001N0028,ACSR000002,3,4,2,6,-1,0,0
25-9-20 오후 2:01,SH001N0028,ACSR000002,3,4,4,3,-1,0,0
25-9-20 오후 2:01,SH001N0028,ACSR000002,3,4,8,1,17.22,0,0
25-9-20 오후 2:01,SH001N0028,ACSR000003,2,2,2,1,80.3,0,4113
25-9-20 오후 2:01,SH001N0028,ACSR000003,3,3,2,7,44.27,30.07,2578
25-9-20 오후 2:01,SH001N0028,ACSR000003,3,3,4,1,37.88,0,4972
25-9-20 오후 2:01,SH001N0028,ACSR000003,3,3,8,1,52.04,0,3831
25-9-20 오후 2:01,SH001N0028,ACSR000004,1,1,2,1,3.36,0,51981
25-9-20 오후 2:01,SH001N0028,ACSR000004,2,2,10,1,27.98,0,10933
25-9-20 오후 2:01,SH001N0028,ACSR000004,2,2,2,1,19.82,0,12639
25-9-20 오후 2:01,SH001N0028,ACSR000004,2,2,4,2,49.22,0,3971
25-9-20 오후 2:01,SH001N0028,ACSR000004,2,3,2,2,40.44,0,2276
25-9-20 오후 2:01,SH001N0028,ACSR000004,2,4,10,1,33.6,0,0
25-9-20 오후 2:01,SH001N0028,ACSR000004,2,4,2,1,48.9,0,0
25-9-20 오후 2:01,SH001N0028,ACSR000004,2,4,8,1,16.72,0,12217
25-9-20 오후 2:01,SH001N0035,ACSR000001,1,1,10,1,26.54,0,5112
25-9-20 오후 2:01,SH001N0035,ACSR000001,1,1,2,5,33.28,0,4742
25-9-20 오후 2:01,SH001N0035,ACSR000001,1,1,8,1,46.88,0,5253
25-9-20 오후 2:01,SH001N0035,ACSR000001,2,1,2,1,37.82,0,5396
25-9-20 오후 2:01,SH001N0035,ACSR000002,1,1,4,1,9.4,0,59216
25-9-20 오후 2:01,SH001N0035,ACSR000003,1,1,2,5,45.02,0,2784
25-9-20 오후 2:01,SH001N0035,ACSR000003,1,1,8,1,75.72,0,6962
25-9-20 오후 2:01,SH001N0035,ACSR000003,2,1,2,2,32.52,0,0
25-9-20 오후 2:01,SH001N0035,ACSR000003,2,1,8,1,61.9,0,0
25-9-20 오후 2:01,SH001N0035,ACSR000003,2,2,2,1,-1,0,0
25-9-20 오후 2:01,SH001N0035,ACSR000003,2,2,4,1,62.52,0,5395
25-9-20 오후 2:01,SH001N0035,ACSR000003,3,3,2,2,-1,0,0
25-9-20 오후 2:01,SH001N0047,ACSR000001,2,2,2,2,84.69,0,1142
25-9-20 오후 2:01,SH001N0047,ACSR000001,3,3,10,1,-1,0,0
25-9-20 오후 2:01,SH001N0047,ACSR000001,3,3,2,1,96.52,0,0
25-9-20 오후 2:01,SH001N0047,ACSR000002,1,1,2,1,32.06,0,91440
25-9-20 오후 2:01,SH001N0047,ACSR000002,1,1,8,1,33.9,0,93012
25-9-20 오후 2:01,SH001N0047,ACSR000002,2,2,4,1,37.1,0,78243
25-9-20 오후 2:01,SH001N0047,ACSR000002,2,3,2,2,87.7,0,33300
25-9-20 오후 2:01,SH001N0047,ACSR000002,2,3,4,1,43.4,0,73132
25-9-20 오후 2:01,SH001N0047,ACSR000002,2,4,10,1,26.38,0,72419
25-9-20 오후 2:01,SH001N0047,ACSR000003,2,2,2,3,62.87,0,2510
25-9-20 오후 2:01,SH001N0047,ACSR000003,3,3,10,1,-1,0,0
25-9-20 오후 2:01,SH001N0047,ACSR000003,3,3,2,1,-1,0,0
25-9-20 오후 2:01,SH001N0047,ACSR000004,2,2,10,1,111.4,0,3264
25-9-20 오후 2:01,SH001N0047,ACSR000004,2,2,2,1,122.54,0,2982
25-9-20 오후 2:01,SH001N0047,ACSR000004,2,3,10,2,105.88,0,3549
25-9-20 오후 2:01,SH001N0047,ACSR000004,2,3,2,1,107.1,0,3834
25-9-20 오후 2:01,SH001N0047,ACSR000004,2,4,2,4,94.73,0,4190
25-9-20 오후 2:01,SH001N0050,ACSR000001,3,2,2,1,25.52,0,9646
25-9-20 오후 2:01,SH001N0050,ACSR000001,3,2,20,1,48.54,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000001,3,3,10,2,43.13,0,4901
25-9-20 오후 2:01,SH001N0050,ACSR000001,3,3,2,5,99.52,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000002,1,1,2,7,45.96,0,994
25-9-20 오후 2:01,SH001N0050,ACSR000002,1,2,10,3,54.13,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000002,1,2,2,4,27.48,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000002,2,3,10,3,77.87,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000002,2,3,2,13,64.47,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000002,2,3,4,4,53.52,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000002,2,4,1,1,55.32,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000002,2,4,10,1,-1,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000002,2,4,2,12,64.1,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000002,2,4,4,5,69.16,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000002,2,4,8,4,54.28,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000002,2,5,10,1,81.3,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000002,2,5,2,13,43.04,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000002,2,5,4,3,46.45,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000002,2,5,8,4,42.45,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000003,3,3,2,4,47.87,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000003,3,3,4,1,49.24,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000003,4,1,1,1,37.36,0,3833
25-9-20 오후 2:01,SH001N0050,ACSR000004,2,3,10,1,56.8,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000004,2,3,2,5,64.07,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000004,2,3,4,5,48.24,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000004,2,4,2,7,76.67,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000004,2,4,8,1,93.06,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000004,3,5,10,1,-1,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000004,3,5,2,5,-1,0,0
25-9-20 오후 2:01,SH001N0050,ACSR000004,3,5,8,1,-1,0,0
25-9-20 오후 2:01,SH001N0051,ACSR000001,1,1,1,1,33,0,0
25-9-20 오후 2:01,SH001N0051,ACSR000001,1,1,2,1,41.72,0,0
25-9-20 오후 2:01,SH001N0051,ACSR000001,2,2,2,1,-1,0,0
25-9-20 오후 2:01,SH001N0051,ACSR000001,2,2,4,2,11.73,0,0
25-9-20 오후 2:01,SH001N0051,ACSR000002,2,2,10,1,81.72,0,2827
25-9-20 오후 2:01,SH001N0051,ACSR000002,2,2,2,11,65.58,16.81,2014
25-9-20 오후 2:01,SH001N0051,ACSR000002,2,2,20,1,71.64,0,3828
25-9-20 오후 2:01,SH001N0051,ACSR000002,2,2,4,6,59.3,0,2866
25-9-20 오후 2:01,SH001N0051,ACSR000002,2,2,8,1,62.38,0,3411
25-9-20 오후 2:01,SH001N0051,ACSR000002,2,3,10,1,-1,0,0
25-9-20 오후 2:01,SH001N0051,ACSR000002,2,3,2,4,-1,0,3907
25-9-20 오후 2:01,SH001N0051,ACSR000002,2,3,20,2,-1,0,17325
25-9-20 오후 2:01,SH001N0051,ACSR000002,2,3,4,1,-1,0,0
25-9-20 오후 2:01,SH001N0051,ACSR000002,3,3,4,1,-1,0,0
25-9-20 오후 2:01,SH001N0051,ACSR000004,1,1,2,1,37.68,0,28819
25-9-20 오후 2:01,SH001N0051,ACSR000004,2,2,10,2,87.76,0,7814
25-9-20 오후 2:01,SH001N0051,ACSR000004,2,2,2,3,94.66,0,6300
25-9-20 오후 2:01,SH001N0051,ACSR000004,2,2,4,1,109.7,0,2260
25-9-20 오후 2:01,SH001N0051,ACSR000004,2,3,10,1,132.72,0,3120
25-9-20 오후 2:01,SH001N0051,ACSR000004,2,3,2,4,71.67,0,5039
25-9-20 오후 2:01,SH001N0051,ACSR000004,2,3,4,1,129.2,0,1697
25-9-20 오후 2:01,SH001N0051,ACSR000004,2,4,2,1,33.46,0,0
25-9-20 오후 2:01,SH001N0052,ACSR000001,3,2,2,1,58.02,0,5400
25-9-20 오후 2:01,SH001N0052,ACSR000002,2,2,2,2,60.71,0,0
25-9-20 오후 2:01,SH001N0052,ACSR000002,2,2,8,2,56.37,0,0
25-9-20 오후 2:01,SH001N0052,ACSR000002,2,3,2,3,49.89,0,11218
25-9-20 오후 2:01,SH001N0052,ACSR000002,2,3,4,2,74.57,0,2699
25-9-20 오후 2:01,SH001N0052,ACSR000002,3,4,2,1,82.38,0,3968
25-9-20 오후 2:01,SH001N0052,ACSR000003,1,1,2,5,47.18,0,3522
25-9-20 오후 2:01,SH001N0052,ACSR000003,1,1,20,1,41.4,0,6676
25-9-20 오후 2:01,SH001N0052,ACSR000003,1,1,4,3,47.48,0,1849
25-9-20 오후 2:01,SH001N0052,ACSR000003,2,2,10,1,44.58,0,0
25-9-20 오후 2:01,SH001N0052,ACSR000003,2,2,2,7,65.22,12.75,1093
25-9-20 오후 2:01,SH001N0052,ACSR000003,2,2,4,2,67.8,0,5108
25-9-20 오후 2:01,SH001N0052,ACSR000003,2,2,40,1,47.42,0,0
25-9-20 오후 2:01,SH001N0052,ACSR000003,2,2,8,1,65.04,0,4252
25-9-20 오후 2:01,SH001N0052,ACSR000003,2,3,2,7,55.9,18.7,2880
25-9-20 오후 2:01,SH001N0052,ACSR000003,2,3,20,1,48,0,6955
25-9-20 오후 2:01,SH001N0052,ACSR000003,2,3,4,3,45.03,0,5681
25-9-20 오후 2:01,SH001N0052,ACSR000003,2,3,8,4,42.32,0,1918
25-9-20 오후 2:01,SH001N0053,ACSR000001,1,1,2,1,42.22,0,0
25-9-20 오후 2:01,SH001N0053,ACSR000001,1,1,4,1,15.5,0,21163
25-9-20 오후 2:01,SH001N0053,ACSR000001,2,2,2,3,44.58,0,2603
25-9-20 오후 2:01,SH001N0053,ACSR000001,2,3,2,2,76.38,0,0
25-9-20 오후 2:01,SH001N0053,ACSR000001,2,3,4,1,66.98,0,4401
25-9-20 오후 2:01,SH001N0053,ACSR000001,3,4,2,1,34.56,0,0
25-9-20 오후 2:01,SH001N0053,ACSR000001,3,4,4,1,56.84,0,7528
25-9-20 오후 2:01,SH001N0053,ACSR000002,3,2,2,1,8.36,0,0
25-9-20 오후 2:01,SH001N0053,ACSR000003,1,1,2,1,71.12,0,1703
25-9-20 오후 2:01,SH001N0053,ACSR000003,3,4,2,1,64.84,0,5674
25-9-20 오후 2:01,SH001N0053,ACSR000004,1,1,10,1,25.52,0,0
25-9-20 오후 2:01,SH001N0053,ACSR000004,3,3,2,2,49.38,0,14619
25-9-20 오후 2:01,SH001N0054,ACSR000001,2,2,2,4,73.29,0,45866
25-9-20 오후 2:01,SH001N0054,ACSR000001,2,2,4,1,24.9,0,69294
25-9-20 오후 2:01,SH001N0054,ACSR000001,2,3,10,2,98.27,0,34081
25-9-20 오후 2:01,SH001N0054,ACSR000001,2,3,2,1,129.74,0,2277
25-9-20 오후 2:01,SH001N0054,ACSR000001,2,3,4,1,151.06,0,1995
25-9-20 오후 2:01,SH001N0054,ACSR000001,2,4,10,1,42.52,0,55372
25-9-20 오후 2:01,SH001N0054,ACSR000001,2,4,2,4,78.79,0,28544
25-9-20 오후 2:01,SH001N0054,ACSR000001,4,1,2,3,24.84,0,2981
25-9-20 오후 2:01,SH001N0054,ACSR000002,1,1,2,3,37.73,0,43972
25-9-20 오후 2:01,SH001N0054,ACSR000002,3,1,2,1,30.1,0,11360
25-9-20 오후 2:01,SH001N0054,ACSR000002,3,1,4,1,60.54,0,6112
25-9-20 오후 2:01,SH001N0054,ACSR000003,2,2,10,1,185.04,0,3262
25-9-20 오후 2:01,SH001N0054,ACSR000003,2,2,2,1,152.54,0,3691
25-9-20 오후 2:01,SH001N0054,ACSR000003,2,2,8,1,52.06,0,50835
25-9-20 오후 2:01,SH001N0054,ACSR000003,2,3,2,3,81.37,0,48043
25-9-20 오후 2:01,SH001N0054,ACSR000003,2,3,8,1,48.6,0,63475
25-9-20 오후 2:01,SH001N0054,ACSR000003,2,4,10,1,44.3,0,73984
25-9-20 오후 2:01,SH001N0054,ACSR000003,2,4,2,1,51.42,0,47006
25-9-20 오후 2:01,SH001N0054,ACSR000003,3,4,2,2,94.09,0,8311
25-9-20 오후 2:01,SH001N0055,ACSR000001,4,1,2,1,64.32,0,3695
25-9-20 오후 2:01,SH001N0055,ACSR000002,1,1,10,1,61.34,0,0
25-9-20 오후 2:01,SH001N0055,ACSR000002,1,1,2,1,45.32,0,0
25-9-20 오후 2:01,SH001N0055,ACSR000002,1,1,4,3,44.48,0,0
25-9-20 오후 2:01,SH001N0055,ACSR000002,1,2,2,4,68.66,0,1456
25-9-20 오후 2:01,SH001N0055,ACSR000002,1,2,4,1,56.9,0,11928
25-9-20 오후 2:01,SH001N0055,ACSR000002,2,3,2,1,118,0,4261
25-9-20 오후 2:01,SH001N0055,ACSR000002,2,4,10,1,98.3,0,4688
25-9-20 오후 2:01,SH001N0055,ACSR000002,2,4,2,2,100.88,0,1988
25-9-20 오후 2:01,SH001N0055,ACSR000002,3,5,2,1,-1,0,0
25-9-20 오후 2:01,SH001N0055,ACSR000002,3,5,8,1,-1,0,0
25-9-20 오후 2:01,SH001N0055,ACSR000003,3,3,10,1,-1,0,0
25-9-20 오후 2:01,SH001N0055,ACSR000003,3,3,2,2,-1,0,0
25-9-20 오후 2:01,SH001N0055,ACSR000003,3,3,4,1,-1,0,0
25-9-20 오후 2:01,SH001N0055,ACSR000004,1,2,2,2,71.5,0,0
25-9-20 오후 2:01,SH001N0055,ACSR000004,2,3,2,5,116.2,0,624
25-9-20 오후 2:01,SH001N0055,ACSR000004,2,4,10,1,88.92,0,0
25-9-20 오후 2:01,SH001N0055,ACSR000004,2,4,2,6,94.42,0,2036
25-9-20 오후 2:01,SH001N0055,ACSR000004,2,4,20,1,138.92,0,3837
25-9-20 오후 2:01,SH001N0056,ACSR000001,1,1,10,1,74.38,0,0
25-9-20 오후 2:01,SH001N0056,ACSR000001,2,4,2,1,41.48,0,0
25-9-20 오후 2:01,SH001N0056,ACSR000002,1,1,2,1,44.12,0,31383
25-9-20 오후 2:01,SH001N0056,ACSR000002,3,4,2,8,57.91,23.43,4030
25-9-20 오후 2:01,SH001N0056,ACSR000002,3,4,4,3,61.17,0,2792
25-9-20 오후 2:01,SH001N0056,ACSR000002,3,4,8,1,79.22,0,4260
25-9-20 오후 2:01,SH001N0056,ACSR000003,1,1,2,6,67.2,0,971
25-9-20 오후 2:01,SH001N0056,ACSR000003,1,1,8,1,57.88,0,0
25-9-20 오후 2:01,SH001N0056,ACSR000003,1,2,10,1,62.5,0,0
25-9-20 오후 2:01,SH001N0056,ACSR000003,1,2,2,2,76.01,0,0
25-9-20 오후 2:01,SH001N0056,ACSR000003,2,3,10,2,66.12,0,0
25-9-20 오후 2:01,SH001N0056,ACSR000003,2,3,2,6,59.02,0,1420
25-9-20 오후 2:01,SH001N0056,ACSR000003,2,3,4,3,59.23,0,1041
25-9-20 오후 2:01,SH001N0056,ACSR000003,2,4,2,7,50.57,0,0
25-9-20 오후 2:01,SH001N0056,ACSR000003,2,4,4,1,62.64,0,0
25-9-20 오후 2:01,SH001N0056,ACSR000003,3,5,2,1,66.44,0,0
25-9-20 오후 2:01,SH001N0056,ACSR000003,3,5,4,1,47.24,0,3125
25-9-20 오후 2:01,SH001N0056,ACSR000003,3,5,8,1,35.28,0,3552
25-9-20 오후 2:01,SH001N0056,ACSR000004,1,1,2,1,28.86,0,6668
25-9-20 오후 2:01,SH001N0056,ACSR000004,3,3,2,5,24.27,0,4768
25-9-20 오후 2:01,SH001N0057,ACSR000002,2,1,2,3,54.51,0,65037
25-9-20 오후 2:01,SH001N0057,ACSR000002,2,2,2,2,24.47,0,97412
25-9-20 오후 2:01,SH001N0057,ACSR000002,2,3,10,1,40.22,0,84345
25-9-20 오후 2:01,SH001N0057,ACSR000003,1,1,4,1,32.12,0,66593
25-9-20 오후 2:01,SH001N0057,ACSR000003,2,3,2,2,35.66,0,18887
25-9-20 오후 2:01,SH001N0058,ACSR000001,3,3,2,4,-1,0,0
25-9-20 오후 2:01,SH001N0058,ACSR000002,1,1,2,6,62.38,0,0
25-9-20 오후 2:01,SH001N0058,ACSR000002,1,1,4,2,50.88,0,0
25-9-20 오후 2:01,SH001N0058,ACSR000002,2,2,2,7,128.87,7.57,2271
25-9-20 오후 2:01,SH001N0058,ACSR000002,2,2,4,1,117.62,0,2129
25-9-20 오후 2:01,SH001N0058,ACSR000002,2,3,2,3,114,0,2414
25-9-20 오후 2:01,SH001N0058,ACSR000002,2,3,4,3,124.96,0,2319
25-9-20 오후 2:01,SH001N0058,ACSR000002,2,3,8,1,132.32,0,2132
25-9-20 오후 2:01,SH001N0058,ACSR000004,2,2,10,1,114.84,0,2838
25-9-20 오후 2:01,SH001N0058,ACSR000004,2,2,4,1,125.38,0,2687
25-9-20 오후 2:01,SH001N0058,ACSR000004,2,3,2,1,139.4,0,2557
25-9-20 오후 2:01,SH001N0058,ACSR000004,2,3,20,1,87.36,0,3407
25-9-20 오후 2:01,SH001N0059,ACSR000001,2,2,2,4,64.24,0,0
25-9-20 오후 2:01,SH001N0059,ACSR000001,2,2,4,2,57.51,0,0
25-9-20 오후 2:01,SH001N0059,ACSR000001,2,3,10,1,46.8,0,0
25-9-20 오후 2:01,SH001N0059,ACSR000001,2,3,2,3,66.78,0,0
25-9-20 오후 2:01,SH001N0059,ACSR000001,2,3,20,1,52.54,0,8094
25-9-20 오후 2:01,SH001N0059,ACSR000002,3,2,2,1,44.28,0,9373
25-9-20 오후 2:01,SH001N0059,ACSR000003,1,1,4,1,49,0,0
25-9-20 오후 2:01,SH001N0059,ACSR000003,1,1,8,1,47.5,0,0
25-9-20 오후 2:01,SH001N0059,ACSR000003,2,2,10,1,206,0,2132
25-9-20 오후 2:01,SH001N0059,ACSR000003,2,2,2,8,115.76,11.14,3108
25-9-20 오후 2:01,SH001N0059,ACSR000003,2,2,40,1,54.96,0,0
25-9-20 오후 2:01,SH001N0059,ACSR000003,2,3,10,1,110.56,0,3704
25-9-20 오후 2:01,SH001N0059,ACSR000003,2,3,2,5,101.99,0,3352
25-9-20 오후 2:01,SH001N0059,ACSR000003,2,3,4,3,112.11,0,2087
25-9-20 오후 2:01,SH001N0059,ACSR000003,2,3,8,1,89.56,0,2839
25-9-20 오후 2:01,SH001N0059,ACSR000004,2,2,10,1,7.86,0,54821
25-9-20 오후 2:01,SH001N0059,ACSR000004,3,3,10,1,12.12,0,0
25-9-20 오후 2:01,SH001N0060,ACSR000001,1,1,2,1,72,0,0
25-9-20 오후 2:01,SH001N0060,ACSR000001,2,2,2,13,85.7,53.74,2480
25-9-20 오후 2:01,SH001N0060,ACSR000001,2,2,4,4,88.29,0,2130
25-9-20 오후 2:01,SH001N0060,ACSR000001,2,2,8,2,51.46,0,5752
25-9-20 오후 2:01,SH001N0060,ACSR000001,2,3,2,18,63.89,30.08,1003
25-9-20 오후 2:01,SH001N0060,ACSR000001,2,3,4,6,73.41,5.44,1230
25-9-20 오후 2:01,SH001N0060,ACSR000001,2,3,8,1,92.44,0,0
25-9-20 오후 2:01,SH001N0060,ACSR000001,2,4,1,1,-1,0,0
25-9-20 오후 2:01,SH001N0060,ACSR000001,2,4,10,3,59.11,0,2937
25-9-20 오후 2:01,SH001N0060,ACSR000001,2,4,2,9,61.8,29.35,2414
25-9-20 오후 2:01,SH001N0060,ACSR000001,2,4,4,5,74.02,0,1703
25-9-20 오후 2:01,SH001N0060,ACSR000001,2,4,40,1,-1,0,0
25-9-20 오후 2:01,SH001N0060,ACSR000001,2,4,8,3,54.87,0,2271
25-9-20 오후 2:01,SH001N0060,ACSR000001,3,5,1,1,121.9,0,0
25-9-20 오후 2:01,SH001N0060,ACSR000001,3,5,2,6,50.03,6.85,2175
25-9-20 오후 2:01,SH001N0060,ACSR000001,3,5,8,2,38.43,0,0
25-9-20 오후 2:01,SH001N0060,ACSR000002,2,2,2,1,26.58,0,73413
25-9-20 오후 2:01,SH001N0060,ACSR000002,3,5,2,1,-1,0,0
25-9-20 오후 2:01,SH001N0060,ACSR000003,2,3,10,1,40.2,0,6389
25-9-20 오후 2:01,SH001N0060,ACSR000003,2,3,2,4,47.28,0,1350
25-9-20 오후 2:01,SH001N0060,ACSR000003,2,3,4,3,56.43,0,4165
25-9-20 오후 2:01,SH001N0060,ACSR000003,2,4,2,5,39.67,0,1817
25-9-20 오후 2:01,SH001N0060,ACSR000003,2,4,4,1,52.88,0,5255
25-9-20 오후 2:01,SH001N0060,ACSR000003,2,5,2,4,42.59,0,1172
25-9-20 오후 2:01,SH001N0071,ACSR000001,2,1,2,1,145.94,0,3686
25-9-20 오후 2:01,SH001N0071,ACSR000001,2,2,2,6,129.01,0,3195
25-9-20 오후 2:01,SH001N0071,ACSR000001,2,2,4,2,137.4,0,3765
25-9-20 오후 2:01,SH001N0071,ACSR000001,2,2,8,1,135.3,0,0
25-9-20 오후 2:01,SH001N0071,ACSR000001,2,3,10,1,124.6,0,0
25-9-20 오후 2:01,SH001N0071,ACSR000001,2,3,2,10,115.25,33.38,3919
25-9-20 오후 2:01,SH001N0071,ACSR000001,2,3,4,1,139.56,0,3552
25-9-20 오후 2:01,SH001N0071,ACSR000001,2,4,2,13,91.36,66.02,4773
25-9-20 오후 2:01,SH001N0071,ACSR000001,2,4,4,1,102.9,0,5112
25-9-20 오후 2:01,SH001N0071,ACSR000001,3,5,10,1,105.34,0,4539
25-9-20 오후 2:01,SH001N0071,ACSR000001,3,5,2,4,58.69,0,13419
25-9-20 오후 2:01,SH001N0071,ACSR000002,1,1,10,1,63.3,0,5681
25-9-20 오후 2:01,SH001N0071,ACSR000002,1,1,2,3,84.91,0,4069
25-9-20 오후 2:01,SH001N0071,ACSR000002,1,2,10,1,57.18,0,0
25-9-20 오후 2:01,SH001N0071,ACSR000002,1,2,2,5,92.94,0,6816
25-9-20 오후 2:01,SH001N0071,ACSR000002,2,3,2,7,163.58,9.95,3045
25-9-20 오후 2:01,SH001N0071,ACSR000002,2,4,10,2,147.79,0,2983
25-9-20 오후 2:01,SH001N0071,ACSR000002,2,4,2,4,153.57,0,3160
25-9-20 오후 2:01,SH001N0071,ACSR000002,2,5,10,2,141.05,0,3478
25-9-20 오후 2:01,SH001N0071,ACSR000002,2,5,2,1,161.1,0,2976
25-9-20 오후 2:01,SH001N0071,ACSR000002,2,5,8,2,169.04,0,3056
25-9-20 오후 2:01,SH001N0071,ACSR000003,1,2,2,1,39.32,0,32519
25-9-20 오후 2:01,SH001N0071,ACSR000003,1,2,4,1,34.14,0,33086
25-9-20 오후 2:01,SH001N0072,ACSR000001,3,4,1,1,-1,0,0
