집계 일시,NODE_ID,ACSR_ID,LANE_NO,TRF_QNTY,AVG_SPD,OCPN_RATE,LOS,VC,KLOS,,,,,,,,,,,,,,,
오후 3:05:00,SH009N0004,ACSR000001,2,15,91,0,17.66,17.27,999.9,,,,,,,,,,,,,,,
오후 3:05:00,SH009N0004,ACSR000002,2,6,48.27,0,11.2,40,999.9,,,,,,,,,,,,,,,
오후 3:05:00,SH009N0004,ACSR000003,0,40,103.31,15.24,5.48,39.57,999.9,,,,,,,,,,,,,,,
오후 3:05:00,SH009N0004,ACSR000004,3,5,27.72,0,12.27,23.26,999.9,,,,,,,,,,,,,,,
오후 3:05:00,SH009N0005,ACSR000001,5,31,49.57,7.47,11.83,53.22,999.9,,,,,,,,,,,,,,,
오후 3:05:00,SH009N0005,ACSR000002,3,11,43.23,0,0.77,78.57,999.9,,,,,,,,,,,,,,,
오후 3:05:00,SH009N0005,ACSR000003,0,37,55.38,23.28,6.11,56.92,999.9,,,,,,,,,,,,,,,
오후 3:05:00,SH009N0005,ACSR000004,9,15,67.71,13.4,17.56,62.28,999.9,,,,,,,,,,,,,,,
오후 3:10:00,SH009N0001,ACSR000001,6,31,113.85,0,0,23.57,999.9,,,,,,,,,,,,,,,
오후 3:10:00,SH009N0001,ACSR000002,0,2,62.06,0,0,11.71,999.9,,,,,,,,,,,,,,,
오후 3:10:00,SH009N0001,ACSR000003,1,63,117.63,0,0,42.31,999.9,,,,,,,,,,,,,,,
오후 3:10:00,SH009N0002,ACSR000001,0,22,80.96,1.47,23.99,18.12,999.9,,,,,,,,,,,,,,,
오후 3:10:00,SH009N0002,ACSR000002,3,46,51.67,0,0,55.87,999.9,,,,,,,,,,,,,,,
오후 3:10:00,SH009N0002,ACSR000003,1,59,56.22,0,0,43.44,999.9,,,,,,,,,,,,,,,
오후 3:10:00,SH009N0002,ACSR000004,7,24,63.27,0,0,34.78,999.9,,,,,,,,,,,,,,,
오후 3:10:00,SH009N0003,ACSR000001,6,45,46.58,0,0,40.66,999.9,,,,,,,,,,,,,,,
오후 3:10:00,SH009N0003,ACSR000002,0,15,76.21,0,0,47.37,999.9,,,,,,,,,,,,,,,
오후 3:10:00,SH009N0003,ACSR000003,7,18,55.91,0,0,40.15,999.9,,,,,,,,,,,,,,,
오후 3:10:00,SH009N0003,ACSR000004,0,32,66.54,0,0,21.04,999.9,,,,,,,,,,,,,,,
오후 3:10:00,SH009N0004,ACSR000001,0,21,100.42,1.11,10.63,24.18,999.9,,,,,,,,,,,,,,,
오후 3:10:00,SH009N0004,ACSR000002,3,8,52.58,0,23.31,53.33,999.9,,,,,,,,,,,,,,,
오후 3:10:00,SH009N0004,ACSR000003,2,32,87.72,26.41,5.66,31.66,999.9,,,,,,,,,,,,,,,
오후 3:10:00,SH009N0004,ACSR000004,2,10,54.34,0,1.66,46.51,999.9,,,,,,,,,,,,,,,
오후 3:10:00,SH009N0005,ACSR000001,3,30,47.8,33.94,20.05,51.5,999.9,,,,,,,,,,,,,,,
오후 3:10:00,SH009N0005,ACSR000002,2,10,33.88,0,11.96,71.43,999.9,,,,,,,,,,,,,,,
오후 3:10:00,SH009N0005,ACSR000003,0,41,54.52,34.14,7.81,63.08,999.9,,,,,,,,,,,,,,,
오후 3:10:00,SH009N0005,ACSR000004,3,13,73.6,3.6,9.17,53.98,999.9,,,,,,,,,,,,,,,
오후 3:15:00,SH009N0001,ACSR000001,3,23,95.98,0,0,17.49,999.9,,,,,,,,,,,,,,,
오후 3:15:00,SH009N0001,ACSR000002,3,0,0,0,0,0,999.9,,,,,,,,,,,,,,,
오후 3:15:00,SH009N0001,ACSR000003,5,60,118.87,0,0,40.29,999.9,,,,,,,,,,,,,,,
오후 3:15:00,SH009N0002,ACSR000001,3,29,76.84,22.54,17.86,23.88,999.9,,,,,,,,,,,,,,,
오후 3:15:00,SH009N0002,ACSR000002,6,53,75.16,0,0,64.37,999.9,,,,,,,,,,,,,,,
오후 3:15:00,SH009N0002,ACSR000003,4,56,56.06,0,0,41.23,999.9,,,,,,,,,,,,,,,
오후 3:15:00,SH009N0002,ACSR000004,3,46,61.99,0,0,66.67,999.9,,,,,,,,,,,,,,,
오후 3:15:00,SH009N0003,ACSR000001,2,67,69.07,0,0,60.54,999.9,,,,,,,,,,,,,,,
오후 3:15:00,SH009N0003,ACSR000002,2,12,36.06,0,0,37.89,999.9,,,,,,,,,,,,,,,
오후 3:15:00,SH009N0003,ACSR000003,1,22,80.08,0,0,49.07,999.9,,,,,,,,,,,,,,,
오후 3:15:00,SH009N0003,ACSR000004,2,14,58.06,0,0,9.21,999.9,,,,,,,,,,,,,,,
오후 3:15:00,SH009N0004,ACSR000001,1,23,60.86,4.97,14,26.49,999.9,,,,,,,,,,,,,,,
오후 3:15:00,SH009N0004,ACSR000002,1,3,43.37,0,15.43,20,999.9,,,,,,,,,,,,,,,
오후 3:15:00,SH009N0004,ACSR000003,0,37,103.11,14.55,6.17,36.6,999.9,,,,,,,,,,,,,,,
오후 3:15:00,SH009N0004,ACSR000004,0,9,41.5,0,7.81,41.86,999.9,,,,,,,,,,,,,,,
오후 3:15:00,SH009N0005,ACSR000001,8,31,51.48,21.17,7.33,53.22,999.9,,,,,,,,,,,,,,,
오후 3:15:00,SH009N0005,ACSR000002,0,8,40.86,0,19.59,57.14,999.9,,,,,,,,,,,,,,,
오후 3:15:00,SH009N0005,ACSR000003,0,41,66.05,29.72,5.13,63.08,999.9,,,,,,,,,,,,,,,
오후 3:15:00,SH009N0005,ACSR000004,2,8,53.02,0,14.82,33.22,999.9,,,,,,,,,,,,,,,
오후 3:20:00,SH009N0001,ACSR000001,5,31,121.51,0,0,23.57,999.9,,,,,,,,,,,,,,,
오후 3:20:00,SH009N0001,ACSR000002,0,11,80.72,0,0,64.39,999.9,,,,,,,,,,,,,,,
오후 3:20:00,SH009N0001,ACSR000003,7,65,132.99,0,0,43.65,999.9,,,,,,,,,,,,,,,
오후 3:20:00,SH009N0002,ACSR000001,4,31,88.92,18.36,19.32,25.53,999.9,,,,,,,,,,,,,,,
오후 3:20:00,SH009N0002,ACSR000002,2,47,64.42,0,0,57.09,999.9,,,,,,,,,,,,,,,
오후 3:20:00,SH009N0002,ACSR000003,0,78,62.16,0,0,57.42,999.9,,,,,,,,,,,,,,,
오후 3:20:00,SH009N0002,ACSR000004,8,24,106.6,0,0,34.78,999.9,,,,,,,,,,,,,,,
오후 3:20:00,SH009N0003,ACSR000001,4,62,54.92,0,0,56.02,999.9,,,,,,,,,,,,,,,
오후 3:20:00,SH009N0003,ACSR000002,1,11,27.54,0,0,34.74,999.9,,,,,,,,,,,,,,,
오후 3:20:00,SH009N0003,ACSR000003,3,12,87.65,0,0,26.77,999.9,,,,,,,,,,,,,,,
오후 3:20:00,SH009N0003,ACSR000004,2,17,45.44,0,0,11.18,999.9,,,,,,,,,,,,,,,
오후 3:20:00,SH009N0004,ACSR000001,1,27,77.39,3.31,23.02,31.09,999.9,,,,,,,,,,,,,,,
오후 3:20:00,SH009N0004,ACSR000002,5,3,43.89,0,41.28,20,999.9,,,,,,,,,,,,,,,
오후 3:20:00,SH009N0004,ACSR000003,2,53,105.79,23.28,4.17,52.43,999.9,,,,,,,,,,,,,,,
오후 3:20:00,SH009N0004,ACSR000004,1,9,36.71,0,8.68,41.86,999.9,,,,,,,,,,,,,,,
오후 3:20:00,SH009N0005,ACSR000001,4,35,52.39,41.58,15.54,60.09,999.9,,,,,,,,,,,,,,,
오후 3:20:00,SH009N0005,ACSR000002,2,6,36.03,0,0,42.86,999.9,,,,,,,,,,,,,,,
오후 3:20:00,SH009N0005,ACSR000003,1,44,65.48,31.8,8.14,67.69,999.9,,,,,,,,,,,,,,,
오후 3:20:00,SH009N0005,ACSR000004,7,12,46.8,0,22.4,49.83,999.9,,,,,,,,,,,,,,,
오후 3:25:00,SH009N0001,ACSR000001,4,24,117.44,0,0,18.25,999.9,,,,,,,,,,,,,,,
오후 3:25:00,SH009N0001,ACSR000002,2,9,87.38,0,0,52.68,999.9,,,,,,,,,,,,,,,
오후 3:25:00,SH009N0001,ACSR000003,8,64,121.5,0,0,42.98,999.9,,,,,,,,,,,,,,,
오후 3:25:00,SH009N0002,ACSR000001,2,27,76.32,15.72,18.68,22.24,999.9,,,,,,,,,,,,,,,
오후 3:25:00,SH009N0002,ACSR000002,6,33,54.89,0,0,40.08,999.9,,,,,,,,,,,,,,,
오후 3:25:00,SH009N0002,ACSR000003,4,44,67.4,0,0,32.39,999.9,,,,,,,,,,,,,,,
오후 3:25:00,SH009N0002,ACSR000004,9,26,80.15,0,0,37.68,999.9,,,,,,,,,,,,,,,
오후 3:25:00,SH009N0003,ACSR000001,2,44,56.2,0,0,39.76,999.9,,,,,,,,,,,,,,,
오후 3:25:00,SH009N0003,ACSR000002,0,13,42.01,0,0,41.05,999.9,,,,,,,,,,,,,,,
오후 3:25:00,SH009N0003,ACSR000003,5,20,71.86,0,0,44.61,999.9,,,,,,,,,,,,,,,
오후 3:25:00,SH009N0003,ACSR000004,3,12,39.66,0,0,7.89,999.9,,,,,,,,,,,,,,,
오후 3:25:00,SH009N0004,ACSR000001,5,23,103.04,2.13,5.62,26.49,999.9,,,,,,,,,,,,,,,
오후 3:25:00,SH009N0004,ACSR000002,8,8,54.21,0,13.56,53.33,999.9,,,,,,,,,,,,,,,
오후 3:25:00,SH009N0004,ACSR000003,7,31,82.19,22.81,12.85,30.67,999.9,,,,,,,,,,,,,,,
오후 3:25:00,SH009N0004,ACSR000004,4,2,74.98,0,3.98,9.3,999.9,,,,,,,,,,,,,,,
오후 3:25:00,SH009N0005,ACSR000001,9,23,66.21,12.83,12.86,39.48,999.9,,,,,,,,,,,,,,,
오후 3:25:00,SH009N0005,ACSR000002,4,10,39.25,0,0,71.43,999.9,,,,,,,,,,,,,,,
오후 3:25:00,SH009N0005,ACSR000003,0,41,61.25,50.25,7.74,63.08,999.9,,,,,,,,,,,,,,,
오후 3:25:00,SH009N0005,ACSR000004,6,15,65.1,0,14.32,62.28,999.9,,,,,,,,,,,,,,,
오후 3:30:00,SH009N0001,ACSR000001,2,14,97.29,0,0,10.65,999.9,,,,,,,,,,,,,,,
오후 3:30:00,SH009N0001,ACSR000002,1,3,66.87,0,0,17.56,999.9,,,,,,,,,,,,,,,
오후 3:30:00,SH009N0001,ACSR000003,3,48,118.4,0,0,32.23,999.9,,,,,,,,,,,,,,,
오후 3:30:00,SH009N0002,ACSR000001,2,26,71.41,12.49,21.11,21.41,999.9,,,,,,,,,,,,,,,
오후 3:30:00,SH009N0002,ACSR000002,4,40,69.15,0,0,48.58,999.9,,,,,,,,,,,,,,,
오후 3:30:00,SH009N0002,ACSR000003,3,53,50.39,0,0,39.02,999.9,,,,,,,,,,,,,,,
오후 3:30:00,SH009N0002,ACSR000004,1,26,65.75,0,0,37.68,999.9,,,,,,,,,,,,,,,
오후 3:30:00,SH009N0003,ACSR000001,1,68,58.1,0,0,61.45,999.9,,,,,,,,,,,,,,,
오후 3:30:00,SH009N0003,ACSR000002,3,14,28.11,0,0,44.21,999.9,,,,,,,,,,,,,,,
오후 3:30:00,SH009N0003,ACSR000003,3,21,86.22,0,0,46.84,999.9,,,,,,,,,,,,,,,
오후 3:30:00,SH009N0003,ACSR000004,2,16,50.29,0,0,10.52,999.9,,,,,,,,,,,,,,,
오후 3:30:00,SH009N0004,ACSR000001,2,23,79.37,2.93,13.88,26.49,999.9,,,,,,,,,,,,,,,
오후 3:30:00,SH009N0004,ACSR000002,5,6,58.77,0,20.85,40,999.9,,,,,,,,,,,,,,,
오후 3:30:00,SH009N0004,ACSR000003,6,28,98.72,21.96,7.35,27.7,999.9,,,,,,,,,,,,,,,
오후 3:30:00,SH009N0004,ACSR000004,4,12,40.82,0,18.81,55.81,999.9,,,,,,,,,,,,,,,
오후 3:30:00,SH009N0005,ACSR000001,5,37,55.17,70.06,17.25,63.52,999.9,,,,,,,,,,,,,,,
오후 3:30:00,SH009N0005,ACSR000002,1,12,37.64,2.37,9.31,85.71,999.9,,,,,,,,,,,,,,,
오후 3:30:00,SH009N0005,ACSR000003,0,35,63.32,18.85,6.66,53.85,999.9,,,,,,,,,,,,,,,
오후 3:30:00,SH009N0005,ACSR000004,12,9,50.95,0,12.28,37.37,999.9,,,,,,,,,,,,,,,
오후 3:35:00,SH009N0001,ACSR000001,1,18,109.05,0,0,13.69,999.9,,,,,,,,,,,,,,,
오후 3:35:00,SH009N0001,ACSR000002,1,4,75.58,0,0,23.41,999.9,,,,,,,,,,,,,,,
오후 3:35:00,SH009N0001,ACSR000003,7,64,129.37,0,0,42.98,999.9,,,,,,,,,,,,,,,
오후 3:35:00,SH009N0002,ACSR000001,6,17,67.17,6.15,15.16,14,999.9,,,,,,,,,,,,,,,
오후 3:35:00,SH009N0002,ACSR000002,5,48,70.79,0,0,58.3,999.9,,,,,,,,,,,,,,,
오후 3:35:00,SH009N0002,ACSR000003,9,63,62.08,0,0,46.38,999.9,,,,,,,,,,,,,,,
오후 3:35:00,SH009N0002,ACSR000004,11,37,72.74,0,0,53.62,999.9,,,,,,,,,,,,,,,
오후 3:35:00,SH009N0003,ACSR000001,5,51,59.14,0,0,46.08,999.9,,,,,,,,,,,,,,,
오후 3:35:00,SH009N0003,ACSR000002,0,14,40.88,0,0,44.21,999.9,,,,,,,,,,,,,,,
오후 3:35:00,SH009N0003,ACSR000003,8,19,72.93,0,0,42.38,999.9,,,,,,,,,,,,,,,
오후 3:35:00,SH009N0003,ACSR000004,1,21,53.83,0,0,13.81,999.9,,,,,,,,,,,,,,,
오후 3:35:00,SH009N0004,ACSR000001,2,12,60.76,0,47.38,13.82,999.9,,,,,,,,,,,,,,,
오후 3:35:00,SH009N0004,ACSR000002,10,9,60.44,0,19.04,60,999.9,,,,,,,,,,,,,,,
오후 3:35:00,SH009N0004,ACSR000003,2,34,95.03,25.61,8.42,33.64,999.9,,,,,,,,,,,,,,,
오후 3:35:00,SH009N0004,ACSR000004,1,3,17.67,0,49.87,13.95,999.9,,,,,,,,,,,,,,,
오후 3:35:00,SH009N0005,ACSR000001,6,35,48.97,50.47,14.09,60.09,999.9,,,,,,,,,,,,,,,
오후 3:35:00,SH009N0005,ACSR000002,3,3,27.91,0,0,21.43,999.9,,,,,,,,,,,,,,,
오후 3:35:00,SH009N0005,ACSR000003,2,31,75.03,17.98,7.35,47.69,999.9,,,,,,,,,,,,,,,
오후 3:35:00,SH009N0005,ACSR000004,6,9,56.16,0,19.85,37.37,999.9,,,,,,,,,,,,,,,
오후 3:40:00,SH009N0001,ACSR000001,6,23,114.68,0,0,17.49,999.9,,,,,,,,,,,,,,,
오후 3:40:00,SH009N0001,ACSR000002,1,8,79.06,0,0,46.83,999.9,,,,,,,,,,,,,,,
오후 3:40:00,SH009N0001,ACSR000003,3,59,124.26,0,0,39.62,999.9,,,,,,,,,,,,,,,
오후 3:40:00,SH009N0002,ACSR000001,3,19,88.26,0.62,12.68,15.65,999.9,,,,,,,,,,,,,,,
오후 3:40:00,SH009N0002,ACSR000002,12,42,76.22,0,0,51.01,999.9,,,,,,,,,,,,,,,
오후 3:40:00,SH009N0002,ACSR000003,2,50,71.92,0,0,36.81,999.9,,,,,,,,,,,,,,,
오후 3:40:00,SH009N0002,ACSR000004,6,33,89.85,0,0,47.83,999.9,,,,,,,,,,,,,,,
오후 3:40:00,SH009N0003,ACSR000001,2,60,67.74,0,0,54.22,999.9,,,,,,,,,,,,,,,
오후 3:40:00,SH009N0003,ACSR000002,0,12,51.7,0,0,37.89,999.9,,,,,,,,,,,,,,,
오후 3:40:00,SH009N0003,ACSR000003,12,27,94.11,0,0,60.22,999.9,,,,,,,,,,,,,,,
오후 3:40:00,SH009N0003,ACSR000004,0,28,41.22,0,0,18.41,999.9,,,,,,,,,,,,,,,
오후 3:40:00,SH009N0004,ACSR000001,0,22,118.2,5.63,3.16,25.34,999.9,,,,,,,,,,,,,,,
오후 3:40:00,SH009N0004,ACSR000002,6,8,39.76,0,29.56,53.33,999.9,,,,,,,,,,,,,,,
오후 3:40:00,SH009N0004,ACSR000003,3,38,93.23,28.25,9.38,37.59,999.9,,,,,,,,,,,,,,,
오후 3:40:00,SH009N0004,ACSR000004,2,10,56.54,0,8.04,46.51,999.9,,,,,,,,,,,,,,,
오후 3:40:00,SH009N0005,ACSR000001,6,47,49.32,126.77,20.86,80.69,999.9,,,,,,,,,,,,,,,
오후 3:40:00,SH009N0005,ACSR000002,1,13,37.37,0,1.02,92.86,999.9,,,,,,,,,,,,,,,
오후 3:40:00,SH009N0005,ACSR000003,0,42,73.4,34.86,4.75,64.62,999.9,,,,,,,,,,,,,,,
오후 3:40:00,SH009N0005,ACSR000004,4,15,80.63,7.81,4.96,62.28,999.9,,,,,,,,,,,,,,,
오후 3:45:00,SH009N0001,ACSR000001,5,16,102.91,0,0,12.17,999.9,,,,,,,,,,,,,,,
오후 3:45:00,SH009N0001,ACSR000002,4,4,52.73,0,0,23.41,999.9,,,,,,,,,,,,,,,
오후 3:45:00,SH009N0001,ACSR000003,3,58,117.21,0,0,38.95,999.9,,,,,,,,,,,,,,,
오후 3:45:00,SH009N0002,ACSR000001,7,19,62.98,3.22,21.35,15.65,999.9,,,,,,,,,,,,,,,
오후 3:45:00,SH009N0002,ACSR000002,3,55,73.89,0,0,66.8,999.9,,,,,,,,,,,,,,,
오후 3:45:00,SH009N0002,ACSR000003,2,55,62.56,0,0,40.49,999.9,,,,,,,,,,,,,,,
오후 3:45:00,SH009N0002,ACSR000004,4,38,60.6,0,0,55.07,999.9,,,,,,,,,,,,,,,
오후 3:45:00,SH009N0003,ACSR000001,0,63,60.74,0,0,56.93,999.9,,,,,,,,,,,,,,,
오후 3:45:00,SH009N0003,ACSR000002,3,9,36.52,0,0,28.42,999.9,,,,,,,,,,,,,,,
오후 3:45:00,SH009N0003,ACSR000003,11,27,70.78,0,0,60.22,999.9,,,,,,,,,,,,,,,
오후 3:45:00,SH009N0003,ACSR000004,5,14,45.18,0,0,9.21,999.9,,,,,,,,,,,,,,,
오후 3:45:00,SH009N0004,ACSR000001,3,19,69.61,2.6,17.21,21.88,999.9,,,,,,,,,,,,,,,
오후 3:45:00,SH009N0004,ACSR000002,3,8,47.99,0,20.28,53.33,999.9,,,,,,,,,,,,,,,
오후 3:45:00,SH009N0004,ACSR000003,7,39,94.71,10.9,12.14,38.58,999.9,,,,,,,,,,,,,,,
오후 3:45:00,SH009N0004,ACSR000004,3,10,34.11,0,18.13,46.51,999.9,,,,,,,,,,,,,,,
오후 3:45:00,SH009N0005,ACSR000001,8,36,49.26,48.12,16.31,61.8,999.9,,,,,,,,,,,,,,,
오후 3:45:00,SH009N0005,ACSR000002,5,6,42.81,0,17.7,42.86,999.9,,,,,,,,,,,,,,,
오후 3:45:00,SH009N0005,ACSR000003,0,36,62.58,24.67,10.1,55.38,999.9,,,,,,,,,,,,,,,
오후 3:45:00,SH009N0005,ACSR000004,6,4,50.99,0,8.7,16.61,999.9,,,,,,,,,,,,,,,
오후 3:50:00,SH009N0001,ACSR000001,0,21,111.58,0,0,15.97,999.9,,,,,,,,,,,,,,,
오후 3:50:00,SH009N0001,ACSR000002,3,7,66.66,0,0,40.98,999.9,,,,,,,,,,,,,,,
오후 3:50:00,SH009N0001,ACSR000003,7,79,123.22,0,0,53.05,999.9,,,,,,,,,,,,,,,
오후 3:50:00,SH009N0002,ACSR000001,4,30,74.68,40.41,23.28,24.71,999.9,,,,,,,,,,,,,,,
오후 3:50:00,SH009N0002,ACSR000002,8,43,66.46,0,0,52.23,999.9,,,,,,,,,,,,,,,
오후 3:50:00,SH009N0002,ACSR000003,4,82,68.97,0,0,60.37,999.9,,,,,,,,,,,,,,,
오후 3:50:00,SH009N0002,ACSR000004,14,24,57.2,0,0,34.78,999.9,,,,,,,,,,,,,,,
오후 3:50:00,SH009N0003,ACSR000001,14,53,52.99,0,0,47.89,999.9,,,,,,,,,,,,,,,
오후 3:50:00,SH009N0003,ACSR000002,2,12,39.44,0,0,37.89,999.9,,,,,,,,,,,,,,,
오후 3:50:00,SH009N0003,ACSR000003,1,23,63.17,0,0,51.3,999.9,,,,,,,,,,,,,,,
오후 3:50:00,SH009N0003,ACSR000004,0,17,52.4,0,0,11.18,999.9,,,,,,,,,,,,,,,
오후 3:50:00,SH009N0004,ACSR000001,1,20,69.94,1.51,34.38,23.03,999.9,,,,,,,,,,,,,,,
오후 3:50:00,SH009N0004,ACSR000002,5,6,62.04,0,17.92,40,999.9,,,,,,,,,,,,,,,
오후 3:50:00,SH009N0004,ACSR000003,0,56,97.26,41.5,3.94,55.4,999.9,,,,,,,,,,,,,,,
오후 3:50:00,SH009N0004,ACSR000004,3,3,23.95,0,20.4,13.95,999.9,,,,,,,,,,,,,,,
오후 3:50:00,SH009N0005,ACSR000001,5,35,49.99,80.23,14.7,60.09,999.9,,,,,,,,,,,,,,,
오후 3:50:00,SH009N0005,ACSR000002,1,9,26.24,0,10.95,64.29,999.9,,,,,,,,,,,,,,,
오후 3:50:00,SH009N0005,ACSR000003,0,47,74.97,48.11,5.59,72.31,999.9,,,,,,,,,,,,,,,
오후 3:50:00,SH009N0005,ACSR000004,7,10,42.78,0,4.82,41.52,999.9,,,,,,,,,,,,,,,
오후 3:55:00,SH009N0001,ACSR000001,7,30,115.3,0,0,22.81,999.9,,,,,,,,,,,,,,,
오후 3:55:00,SH009N0001,ACSR000002,3,5,68.04,0,0,29.27,999.9,,,,,,,,,,,,,,,
오후 3:55:00,SH009N0001,ACSR000003,8,71,115.42,0,0,47.68,999.9,,,,,,,,,,,,,,,
오후 3:55:00,SH009N0002,ACSR000001,0,42,56.21,123.87,27.99,34.59,999.9,,,,,,,,,,,,,,,
오후 3:55:00,SH009N0002,ACSR000002,14,47,74.12,0,0,57.09,999.9,,,,,,,,,,,,,,,
오후 3:55:00,SH009N0002,ACSR000003,9,52,66.41,0,0,38.28,999.9,,,,,,,,,,,,,,,
오후 3:55:00,SH009N0002,ACSR000004,12,33,71.19,0,0,47.83,999.9,,,,,,,,,,,,,,,
오후 3:55:00,SH009N0003,ACSR000001,4,66,57.77,0,0,59.64,999.9,,,,,,,,,,,,,,,
오후 3:55:00,SH009N0003,ACSR000002,0,20,37.72,0,0,63.16,999.9,,,,,,,,,,,,,,,
오후 3:55:00,SH009N0003,ACSR000003,6,20,53.92,0,0,44.61,999.9,,,,,,,,,,,,,,,
오후 3:55:00,SH009N0003,ACSR000004,5,27,61.1,0,0,17.75,999.9,,,,,,,,,,,,,,,
오후 3:55:00,SH009N0004,ACSR000001,0,32,106.9,20.35,5.66,36.85,999.9,,,,,,,,,,,,,,,
오후 3:55:00,SH009N0004,ACSR000002,4,6,52.25,0,9.7,40,999.9,,,,,,,,,,,,,,,
오후 3:55:00,SH009N0004,ACSR000003,2,31,80.41,21.77,14.55,30.67,999.9,,,,,,,,,,,,,,,
오후 3:55:00,SH009N0004,ACSR000004,3,13,40.88,0,7.9,60.47,999.9,,,,,,,,,,,,,,,
오후 3:55:00,SH009N0005,ACSR000001,4,36,55.2,40.25,11.2,61.8,999.9,,,,,,,,,,,,,,,
오후 3:55:00,SH009N0005,ACSR000002,2,11,39.43,0,14.72,78.57,999.9,,,,,,,,,,,,,,,
오후 3:55:00,SH009N0005,ACSR000003,4,39,70.07,26.65,4.96,60,999.9,,,,,,,,,,,,,,,
오후 3:55:00,SH009N0005,ACSR000004,9,14,46.46,1.66,12.32,58.13,999.9,,,,,,,,,,,,,,,
오후 4:00:00,SH009N0001,ACSR000001,3,17,119.67,0,0,12.93,999.9,,,,,,,,,,,,,,,
오후 4:00:00,SH009N0001,ACSR000002,1,12,74.36,0,0,70.24,999.9,,,,,,,,,,,,,,,
오후 4:00:00,SH009N0001,ACSR000003,9,57,95.35,0,0,38.28,999.9,,,,,,,,,,,,,,,
오후 4:00:00,SH009N0002,ACSR000001,13,23,94.83,22.24,10.27,18.94,999.9,,,,,,,,,,,,,,,
오후 4:00:00,SH009N0002,ACSR000002,18,60,58.24,0,0,72.87,999.9,,,,,,,,,,,,,,,
오후 4:00:00,SH009N0002,ACSR000003,5,60,54.82,0,0,44.17,999.9,,,,,,,,,,,,,,,
오후 4:00:00,SH009N0002,ACSR000004,11,33,67.53,0,0,47.83,999.9,,,,,,,,,,,,,,,
오후 4:00:00,SH009N0003,ACSR000001,2,87,53.03,0,0,78.61,999.9,,,,,,,,,,,,,,,
오후 4:00:00,SH009N0003,ACSR000002,4,11,34.91,0,0,34.74,999.9,,,,,,,,,,,,,,,
오후 4:00:00,SH009N0003,ACSR000003,6,26,87.96,0,0,57.99,999.9,,,,,,,,,,,,,,,
오후 4:00:00,SH009N0003,ACSR000004,3,7,67.93,0,0,4.6,999.9,,,,,,,,,,,,,,,
오후 4:00:00,SH009N0004,ACSR000001,2,23,69.44,5.87,25,26.49,999.9,,,,,,,,,,,,,,,
오후 4:00:00,SH009N0004,ACSR000002,3,5,47.7,0,23,33.33,999.9,,,,,,,,,,,,,,,
오후 4:00:00,SH009N0004,ACSR000003,3,26,92.78,10.18,8.99,25.72,999.9,,,,,,,,,,,,,,,
오후 4:00:00,SH009N0004,ACSR000004,2,11,43.35,0,9.07,51.16,999.9,,,,,,,,,,,,,,,
오후 4:00:00,SH009N0005,ACSR000001,5,41,50.62,87.73,18.07,70.39,999.9,,,,,,,,,,,,,,,
오후 4:00:00,SH009N0005,ACSR000002,4,8,37.36,0,7.47,57.14,999.9,,,,,,,,,,,,,,,
오후 4:00:00,SH009N0005,ACSR000003,1,32,70.89,11.36,7.17,49.23,999.9,,,,,,,,,,,,,,,
오후 4:00:00,SH009N0005,ACSR000004,4,8,55.99,0,10.2,33.22,999.9,,,,,,,,,,,,,,,
오후 4:05:00,SH009N0001,ACSR000001,2,27,108.1,0,0,20.53,999.9,,,,,,,,,,,,,,,
오후 4:05:00,SH009N0001,ACSR000002,2,6,70.61,0,0,35.12,999.9,,,,,,,,,,,,,,,
오후 4:05:00,SH009N0001,ACSR000003,6,96,107.42,0,0,64.47,999.9,,,,,,,,,,,,,,,
오후 4:05:00,SH009N0002,ACSR000001,9,33,82.15,18.56,9.96,27.18,999.9,,,,,,,,,,,,,,,
오후 4:05:00,SH009N0002,ACSR000002,9,49,58.77,0,0,59.51,999.9,,,,,,,,,,,,,,,
오후 4:05:00,SH009N0002,ACSR000003,3,88,70.19,0,0,64.79,999.9,,,,,,,,,,,,,,,
오후 4:05:00,SH009N0002,ACSR000004,14,29,70.42,0,0,42.03,999.9,,,,,,,,,,,,,,,
오후 4:05:00,SH009N0003,ACSR000001,11,62,60.9,0,0,56.02,999.9,,,,,,,,,,,,,,,
오후 4:05:00,SH009N0003,ACSR000002,2,15,28,0,0,47.37,999.9,,,,,,,,,,,,,,,
오후 4:05:00,SH009N0003,ACSR000003,12,23,83.72,0,0,51.3,999.9,,,,,,,,,,,,,,,
오후 4:05:00,SH009N0003,ACSR000004,7,29,41.71,0,0,19.07,999.9,,,,,,,,,,,,,,,
오후 4:05:00,SH009N0004,ACSR000001,0,24,69.5,21.51,26.01,27.64,999.9,,,,,,,,,,,,,,,
오후 4:05:00,SH009N0004,ACSR000002,7,5,41.19,0,43.96,33.33,999.9,,,,,,,,,,,,,,,
오후 4:05:00,SH009N0004,ACSR000003,3,61,98.39,35.3,5,60.35,999.9,,,,,,,,,,,,,,,
오후 4:05:00,SH009N0004,ACSR000004,3,4,28.43,0,3.92,18.6,999.9,,,,,,,,,,,,,,,
오후 4:05:00,SH009N0005,ACSR000001,14,34,45.76,23.58,12.88,58.37,999.9,,,,,,,,,,,,,,,
오후 4:05:00,SH009N0005,ACSR000002,3,7,32.88,0,6.47,50,999.9,,,,,,,,,,,,,,,
