TOT_DT,LINK_ID,LANE_NO,TRF_QNTY,AVG_SPD,OCPN_RATE
2024-12-12 23:30:00,2240157400,3,12.0,84.5,1.555
2024-12-12 23:35:00,2240157400,3,11.0,89.4,1.406
2024-12-12 23:40:00,2240157400,3,14.0,80.2,1.828
2024-12-12 23:45:00,2240157400,3,7.0,91.9,0.932
2024-12-12 23:50:00,2240157400,3,7.0,89.62,0.69
2024-12-12 23:55:00,2240157400,3,4.0,83.88,1.365
2024-12-12 23:30:00,2240157900,1,30.0,99.25,1.2742
2024-12-12 23:35:00,2240157900,1,17.0,103.6,0.452
2024-12-12 23:40:00,2240157900,1,32.0,95.3,1.1673
2024-12-12 23:45:00,2240157900,1,27.0,99.57,0.7413
2024-12-12 23:50:00,2240157900,1,17.0,97.29,0.6475
2024-12-12 23:55:00,2240157900,1,32.0,100.04,0.9958
2024-12-12 23:30:00,2240157900,2,28.0,94.5,0.9108
2024-12-12 23:35:00,2240157900,2,30.0,91.2,1.1007
2024-12-12 23:40:00,2240157900,2,29.0,93.47,0.9653
2024-12-12 23:45:00,2240157900,2,22.0,100.47,0.5567
2024-12-12 23:50:00,2240157900,2,23.0,91.75,0.8717
2024-12-12 23:55:00,2240157900,2,34.0,89.21,1.1725
2024-12-12 23:30:00,2240157900,3,21.0,91.79,1.0467
2024-12-12 23:35:00,2240157900,3,17.0,92.13,0.8493
2024-12-12 23:40:00,2240157900,3,29.0,88.37,1.4467
2024-12-12 23:45:00,2240157900,3,22.0,94.23,1.208
2024-12-12 23:50:00,2240157900,3,21.0,91.58,1.1608
2024-12-12 23:55:00,2240157900,3,23.0,93.25,1.1917
2024-12-12 23:30:00,2240160800,1,34.0,109.33,1.7058
2024-12-12 23:35:00,2240160800,1,49.0,105.77,1.9427
2024-12-12 23:40:00,2240160800,1,43.0,105.03,1.624
2024-12-12 23:45:00,2240160800,1,51.0,105.53,1.92
2024-12-12 23:50:00,2240160800,1,44.0,110.46,2.1825
2024-12-12 23:55:00,2240160800,1,50.0,108.17,2.28
2024-12-12 23:30:00,2240160800,2,73.0,95.67,3.7617
2024-12-12 23:35:00,2240160800,2,72.0,96.6,2.8747
2024-12-12 23:40:00,2240160800,2,79.0,100.0,3.4027
2024-12-12 23:45:00,2240160800,2,101.0,98.17,4.3647
2024-12-12 23:50:00,2240160800,2,68.0,96.29,3.1183
2024-12-12 23:55:00,2240160800,2,71.0,103.83,3.45
2024-12-12 23:30:00,2240160800,3,23.0,91.83,1.2142
2024-12-12 23:35:00,2240160800,3,26.0,92.43,1.47
2024-12-12 23:40:00,2240160800,3,21.0,96.6,0.8753
2024-12-12 23:45:00,2240160800,3,41.0,93.43,2.094
2024-12-12 23:50:00,2240160800,3,30.0,92.88,1.6917
2024-12-12 23:55:00,2240160800,3,19.0,91.46,1.2792
2024-12-12 23:30:00,2240160900,1,28.0,102.58,1.5117
2024-12-12 23:35:00,2240160900,1,32.0,113.1,1.2407
2024-12-12 23:40:00,2240160900,1,31.0,107.47,1.4173
2024-12-12 23:45:00,2240160900,1,40.0,116.13,1.5633
2024-12-12 23:50:00,2240160900,1,30.0,112.33,1.5158
2024-12-12 23:55:00,2240160900,1,24.0,101.83,1.0933
2024-12-12 23:30:00,2240160900,2,35.0,100.79,2.145
2024-12-12 23:35:00,2240160900,2,61.0,100.33,2.8967
2024-12-12 23:40:00,2240160900,2,46.0,93.2,2.4347
2024-12-12 23:45:00,2240160900,2,52.0,101.73,2.208
2024-12-12 23:50:00,2240160900,2,38.0,96.88,2.525
2024-12-12 23:55:00,2240160900,2,43.0,103.92,2.35
2024-12-12 23:30:00,2240160900,3,24.0,94.58,1.3483
2024-12-12 23:35:00,2240160900,3,52.0,85.97,2.582
2024-12-12 23:40:00,2240160900,3,48.0,84.57,2.6653
2024-12-12 23:45:00,2240160900,3,38.0,94.97,2.006
2024-12-12 23:50:00,2240160900,3,32.0,91.88,1.825
2024-12-12 23:55:00,2240160900,3,27.0,93.5,1.4875
