LINK_ID,lane,threshold
148.0,1,0.007432673
148.0,2,0.003990269
148.0,3,0.0041924617
149.0,1,0.0025057665
149.0,2,0.0024396009
149.0,3,0.003303946
150.0,1,0.0062480704
150.0,2,0.005320404
150.0,3,0.004063532
151.0,1,0.02053082
151.0,2,0.005553187
151.0,3,0.008700425
151.0,4,0.0053870464
151.0,5,0.06741214
152.0,1,0.028713316
152.0,2,0.030341346
152.0,3,0.017129766
153.0,1,0.0098158885
153.0,2,0.013497746
153.0,3,0.004566991
153.0,4,0.008646386
154.0,1,0.0032842883
154.0,2,0.0040668184
154.0,3,0.0030869823
154.0,4,0.0039810506
155.0,1,0.0041241716
155.0,2,0.002728856
155.0,3,0.0034414076
156.0,1,0.0034266473
156.0,2,0.005552951
156.0,3,0.0063435477
156.0,4,0.014287618
157.0,1,0.0035878832
157.0,2,0.0035885533
157.0,3,0.0035908099
157.0,4,0.0037479536
157.0,5,0.0035691834
158.0,1,0.0034427654
158.0,2,0.0033022384
158.0,3,0.0030824419
158.0,4,0.0035110482
159.0,1,0.0051705223
159.0,2,0.0027641447
159.0,3,0.00920114
159.0,4,0.0036947234
160.0,1,0.0033429353
160.0,2,0.0040389667
163.0,1,0.004153075
163.0,2,0.015627721
163.0,3,0.010491794
163.0,4,0.007056927
164.0,1,0.0032431015
164.0,2,0.012069997
164.0,3,0.011710213
164.0,4,0.0030604068
164.0,5,0.017331121
165.0,1,0.0030426201
165.0,2,0.0028781795
165.0,3,0.0029876395
165.0,4,0.0031939982
165.0,5,0.0033032591
166.0,1,0.0042910427
166.0,2,0.0027702376
166.0,3,0.0027490705
166.0,4,0.0029996706
166.0,5,0.002485396
167.0,1,0.0036866264
167.0,2,0.003908742
168.0,1,0.0023938813
168.0,2,0.003661934
168.0,3,0.0058041792
168.0,4,0.002886254
169.0,1,0.00524758
169.0,2,0.0033891515
169.0,3,0.0032969003
170.0,1,0.007826515
170.0,2,0.012608858
170.0,3,0.0031105084
170.0,4,0.0033021483
171.0,1,0.023387058
171.0,2,0.0033909956
171.0,3,0.004055424
171.0,4,0.0051972284
172.0,1,0.0030919379
172.0,2,0.003493739
172.0,3,0.004543104
173.0,1,0.0035466317
173.0,2,0.0031813774
173.0,3,0.0034515143
173.0,4,0.0033945672
174.0,1,0.003227427
174.0,2,0.011238047
174.0,3,0.004465934
175.0,1,0.0027168018
175.0,2,0.0022802285
175.0,3,0.0021147807
175.0,4,0.0024229232
175.0,5,0.006069948
176.0,1,0.003779711
176.0,2,0.0039782524
176.0,3,0.003494662
176.0,4,0.004307613
176.0,5,0.007331934
177.0,1,0.0034204412
177.0,2,0.0038251018
178.0,1,0.0026732176
178.0,2,0.00410132
179.0,1,0.0038155576
179.0,2,0.0029545168
179.0,3,0.0029611324
179.0,4,0.0028596453
180.0,1,0.0053665345
180.0,2,0.0025532786
180.0,3,0.0021464669
180.0,4,0.0024528925
180.0,5,0.0025355131
185.0,1,0.004134152
185.0,2,0.003305831
185.0,3,0.0034832696
185.0,4,0.0032042793
185.0,5,0.0041842787
186.0,1,0.002529597
186.0,2,0.003119311
186.0,3,0.0031355286
186.0,4,0.004709746
