LINK_ID,lane,threshold
156.0,1,0.0010335048
156.0,2,0.00088481506
156.0,3,0.0014575222
156.0,4,0.0031671154
157.0,1,0.0005458436
157.0,2,0.0005457553
157.0,3,0.0006333906
157.0,4,0.0007241636
157.0,5,0.0007513229
158.0,1,0.0009864508
158.0,2,0.0010364463
158.0,3,0.00096458575
158.0,4,0.00095539185
159.0,1,0.0014530226
159.0,2,0.0005902055
159.0,3,0.00078680186
159.0,4,0.0007565507
160.0,1,0.0016873471
160.0,2,0.0005828291
163.0,1,0.0007992837
163.0,2,0.0011339453
163.0,3,0.00097368576
163.0,4,0.0011884741
164.0,1,0.00089625956
164.0,2,0.0011191895
164.0,3,0.0010226797
164.0,4,0.00076895766
164.0,5,0.0029685944
165.0,1,0.00059941056
165.0,2,0.0005786335
165.0,3,0.00048511862
165.0,4,0.00047097396
165.0,5,0.00044992397
166.0,1,0.0006181778
166.0,2,0.0006156791
166.0,3,0.00064297573
166.0,4,0.0006856359
166.0,5,0.0006038041
167.0,1,0.0006997907
167.0,2,0.00065489043
168.0,1,0.00058881985
168.0,2,0.0005810411
168.0,3,0.00079504517
168.0,4,0.00059338124
169.0,1,0.0012925313
169.0,2,0.00045958746
169.0,3,0.00053820503
170.0,1,0.00095947983
170.0,2,0.0017540854
170.0,3,0.00090601563
170.0,4,0.00059129245
171.0,1,0.0020111073
171.0,2,0.00066358875
171.0,3,0.0006777236
171.0,4,0.00060519465
172.0,1,0.00053481676
172.0,2,0.0011847481
172.0,3,0.00062241993
173.0,1,0.0006267319
173.0,2,0.0008131107
173.0,3,0.00067050126
173.0,4,0.0007710557
174.0,1,0.00083289185
174.0,2,0.002280622
174.0,3,0.0005798062
175.0,1,0.0007615572
175.0,2,0.00051672163
175.0,3,0.00047491098
175.0,4,0.0005297452
175.0,5,0.00085037627
176.0,1,0.00085977546
176.0,2,0.0008323646
176.0,3,0.00087490963
176.0,4,0.00092635135
176.0,5,0.0011693358
177.0,1,0.001058111
177.0,2,0.00070532336
178.0,1,0.00083667395
178.0,2,0.0007414784
179.0,1,0.0006597571
179.0,2,0.00048745365
179.0,3,0.0005749653
179.0,4,0.00047975217
180.0,1,0.0009426573
180.0,2,0.00049009
180.0,3,0.00043890704
180.0,4,0.0007352949
180.0,5,0.0001437262
185.0,1,0.0005092915
185.0,2,0.00057756354
185.0,3,0.0004766218
185.0,4,0.00045246203
185.0,5,0.0006304202
186.0,1,0.0007189325
186.0,2,0.00045248738
186.0,3,0.0005643688
186.0,4,0.0014028314
